# index, name, _pos
56034,20085,"array([ 1.35058355, 12.74240704])"
56035,59180,"array([ 1.34326946, 12.74456517])"
56036,26622,"array([ 1.3451263 , 12.74707191])"
56037,51598,"array([ 1.34470488, 12.74624875])"
56038,20064,"array([ 1.3531356 , 12.74519387])"
56039,20066,"array([ 1.3465441 , 12.74909221])"
56040,43939,"array([ 1.34927036, 12.74189874])"
56041,49205,"array([ 1.3470644 , 12.74253579])"
56042,28216,"array([ 1.34787282, 12.74318018])"
56043,24585,"array([ 1.34997364, 12.74261241])"
56044,67771,"array([ 1.35027572, 12.74317999])"
56045,24918,"array([ 1.34904084, 12.74169263])"
56046,56706,"array([ 1.35213975, 12.74483673])"
56047,20070,"array([ 1.34106287, 12.74131295])"
56048,20071,"array([ 1.35168613, 12.74125645])"
56049,20073,"array([ 1.34125466, 12.74108466])"
56050,23358,"array([ 1.35136611, 12.74629039])"
56051,68437,"array([ 1.3509994 , 12.74495216])"
56052,20075,"array([ 1.34270354, 12.74734556])"
56053,20079,"array([ 1.34606447, 12.74991835])"
56054,20089,"array([ 1.35250037, 12.74341664])"
56055,20090,"array([ 1.34416907, 12.74188221])"
56056,20092,"array([ 1.35269419, 12.74607423])"
56057,20097,"array([ 1.35204675, 12.74143882])"
56058,20098,"array([ 1.35010164, 12.74699646])"
56059,20099,"array([ 1.35200406, 12.74155811])"
56060,20100,"array([ 1.34553356, 12.74260553])"
56061,20101,"array([ 1.34611166, 12.74206276])"
56062,20102,"array([ 1.34532616, 12.74265656])"
56063,20103,"array([ 1.34364278, 12.74368264])"
56064,30414,"array([ 1.34432071, 12.74311135])"
56065,28773,"array([ 1.35066996, 12.7491682 ])"
56066,66571,"array([ 1.35059219, 12.74759647])"
56067,36481,"array([ 1.34839996, 12.7473939 ])"
56068,20110,"array([ 1.34812548, 12.75006926])"
56069,20112,"array([ 1.34618702, 12.74030229])"
56070,20116,"array([ 1.34518749, 12.74252056])"
56071,20117,"array([ 1.35305282, 12.74252265])"
56072,58125,"array([ 1.34521913, 12.74272817])"
56073,40837,"array([ 1.34494318, 12.74318806])"
56074,59830,"array([ 1.35202575, 12.74514706])"
56075,44360,"array([ 1.3519057 , 12.74367012])"
56076,20125,"array([ 1.34659951, 12.74268226])"
56077,20126,"array([ 1.3488325 , 12.74776502])"
56078,20134,"array([ 1.34775252, 12.74892337])"
56079,20136,"array([ 1.34316996, 12.74871779])"
56080,20139,"array([ 1.35073613, 12.74785488])"
56081,20141,"array([ 1.35112113, 12.74531633])"
56082,20142,"array([ 1.34378444, 12.74306423])"
56083,20144,"array([ 1.35148696, 12.74734728])"
56084,29026,"array([ 1.34604866, 12.74124058])"
56085,55584,"array([ 1.34775679, 12.74106671])"
56086,53523,"array([ 1.34860414, 12.74994966])"
56087,53005,"array([ 1.34868814, 12.74812425])"
56088,30786,"array([ 1.34895395, 12.74059843])"
56089,60732,"array([ 1.34519803, 12.74307741])"
56090,20157,"array([ 1.34506276, 12.74834961])"
56091,41940,"array([ 1.35052934, 12.74730705])"
56092,63594,"array([ 1.34644329, 12.74126925])"
56093,20168,"array([ 1.35384506, 12.74304608])"
56094,31415,"array([ 1.35174684, 12.74244723])"
56095,20176,"array([ 1.35261454, 12.74746681])"
56096,20178,"array([ 1.34519644, 12.74248161])"
56097,56023,"array([ 1.34366297, 12.74221378])"
56098,20183,"array([ 1.35075637, 12.74757644])"
56099,20184,"array([ 1.34449297, 12.7475196 ])"
56100,20194,"array([ 1.35185386, 12.74254132])"
56101,40331,"array([ 1.3490993 , 12.74546735])"
56102,36638,"array([ 1.34386521, 12.74172389])"
56103,20205,"array([ 1.3512643 , 12.74554165])"
56104,20210,"array([ 1.34761593, 12.74157767])"
56105,20211,"array([ 1.34364345, 12.74338549])"
56106,20212,"array([ 1.34377169, 12.74280357])"
56107,42235,"array([ 1.34640763, 12.74697106])"
56108,44038,"array([ 1.34820984, 12.73926336])"
56109,63079,"array([ 1.34838964, 12.74076429])"
56110,65520,"array([ 1.35018033, 12.74158655])"
56111,49419,"array([ 1.35064776, 12.73985568])"
56112,55031,"array([ 1.35156125, 12.74275566])"
56113,45781,"array([ 1.34935937, 12.73949896])"
56114,69118,"array([ 1.34744858, 12.74119921])"
56115,52858,"array([ 1.35364819, 12.74567709])"
56116,20222,"array([ 1.35132514, 12.74231265])"
56117,20227,"array([ 1.34693283, 12.74953869])"
56118,20239,"array([ 1.34670345, 12.73994787])"
56119,20240,"array([ 1.34749755, 12.74152886])"
56120,39041,"array([ 1.35040235, 12.74308854])"
56121,35855,"array([ 1.34974321, 12.74193257])"
56122,22971,"array([ 1.35155629, 12.74256302])"
56123,45889,"array([ 1.34988048, 12.74210574])"
56124,48268,"array([ 1.35014473, 12.74301664])"
56125,30968,"array([ 1.35096578, 12.74389867])"
56126,33835,"array([ 1.35163365, 12.7435428 ])"
56127,34445,"array([ 1.34542906, 12.74241625])"
56128,23049,"array([ 1.35143343, 12.74692309])"
56129,55537,"array([ 1.34841283, 12.74170706])"
56130,20248,"array([ 1.3468346 , 12.74182334])"
56131,43771,"array([ 1.35269947, 12.74283065])"
56132,40815,"array([ 1.34992503, 12.74265342])"
56133,20253,"array([ 1.3507184 , 12.74779449])"
56134,37426,"array([ 1.34548592, 12.74514902])"
56135,20256,"array([ 1.34989881, 12.74898078])"
56136,20266,"array([ 1.3429157 , 12.74815463])"
56137,20267,"array([ 1.35196621, 12.74264591])"
56138,20268,"array([ 1.34845388, 12.74231585])"
56139,28904,"array([ 1.35070467, 12.74356211])"
56140,20271,"array([ 1.3525412 , 12.74183501])"
56141,20272,"array([ 1.34883394, 12.74119695])"
56142,20274,"array([ 1.34374366, 12.74905178])"
56143,20277,"array([ 1.35002657, 12.74917877])"
56144,34263,"array([ 1.34536837, 12.74382529])"
56145,20287,"array([ 1.35118968, 12.74074689])"
56146,20288,"array([ 1.34300813, 12.74385965])"
56147,20291,"array([ 1.35327355, 12.74439879])"
56148,20295,"array([ 1.35198684, 12.74315538])"
56149,20296,"array([ 1.34844639, 12.74002717])"
56150,20298,"array([ 1.35055957, 12.74963905])"
56151,20299,"array([ 1.35103719, 12.74734739])"
56152,20300,"array([ 1.35187902, 12.74436491])"
56153,20301,"array([ 1.35106609, 12.74417666])"
56154,49763,"array([ 1.34995074, 12.74704585])"
56155,20303,"array([ 1.35165985, 12.74425863])"
56156,20305,"array([ 1.35331941, 12.74444042])"
56157,20308,"array([ 1.34561518, 12.74690972])"
56158,20311,"array([ 1.34402905, 12.74968613])"
56159,20313,"array([ 1.34908141, 12.73954133])"
56160,20318,"array([ 1.35083934, 12.74237942])"
56161,65488,"array([ 1.35338086, 12.74588348])"
56162,49782,"array([ 1.35325588, 12.74294965])"
56163,38430,"array([ 1.34889122, 12.73997406])"
56164,65800,"array([ 1.34791371, 12.74257153])"
56165,20327,"array([ 1.3533572 , 12.74581074])"
56166,20328,"array([ 1.34352122, 12.74916434])"
56167,64913,"array([ 1.34781974, 12.74782766])"
56168,20330,"array([ 1.34567051, 12.75023246])"
56169,20335,"array([ 1.34743422, 12.74872509])"
56170,48297,"array([ 1.34845457, 12.74733371])"
56171,20341,"array([ 1.35280566, 12.7427586 ])"
56172,20343,"array([ 1.34435317, 12.74669683])"
56173,20346,"array([ 1.34498002, 12.7432092 ])"
56174,20348,"array([ 1.35064196, 12.74392682])"
56175,20352,"array([ 1.34644006, 12.74948182])"
56176,20357,"array([ 1.34570426, 12.74607357])"
56177,20366,"array([ 1.35045931, 12.74632818])"
56178,20367,"array([ 1.35222343, 12.74594495])"
56179,20370,"array([ 1.35417072, 12.74879667])"
56180,22507,"array([ 1.35219652, 12.74742545])"
56181,55446,"array([ 1.34517459, 12.74176407])"
56182,23586,"array([ 1.3472317 , 12.74303517])"
56183,59637,"array([ 1.35017138, 12.74245893])"
56184,20376,"array([ 1.3523399 , 12.74481452])"
56185,20380,"array([ 1.34428633, 12.74152221])"
56186,20381,"array([ 1.34874495, 12.74816613])"
56187,59839,"array([ 1.34431797, 12.74293382])"
56188,26753,"array([ 1.34559651, 12.74498626])"
56189,20387,"array([ 1.34930138, 12.74653597])"
56190,20388,"array([ 1.35323161, 12.74201655])"
56191,20390,"array([ 1.35086246, 12.74309965])"
56192,20394,"array([ 1.34371025, 12.74893798])"
56193,20395,"array([ 1.34636018, 12.7408525 ])"
56194,21994,"array([ 1.34321605, 12.7422024 ])"
56195,20406,"array([ 1.35123698, 12.74177868])"
56196,20407,"array([ 1.34331251, 12.74814762])"
56197,67279,"array([ 1.3446701 , 12.74792784])"
56198,20412,"array([ 1.35255018, 12.74277976])"
56199,50813,"array([ 1.35140298, 12.74782031])"
56200,20415,"array([ 1.35099767, 12.74404276])"
56201,20417,"array([ 1.35062713, 12.74693353])"
56202,57128,"array([ 1.35270509, 12.7476531 ])"
56203,20421,"array([ 1.34268278, 12.74478624])"
56204,20424,"array([ 1.35186582, 12.74795379])"
56205,20426,"array([ 1.35255097, 12.75037594])"
56206,65765,"array([ 1.34798348, 12.74695529])"
56207,20432,"array([ 1.35002537, 12.74011875])"
56208,20434,"array([ 1.34603765, 12.74205963])"
56209,51791,"array([ 1.34639627, 12.74389822])"
56210,65889,"array([ 1.34793688, 12.74260201])"
56211,20442,"array([ 1.34808762, 12.74090728])"
56212,20443,"array([ 1.35257278, 12.74356678])"
56213,20446,"array([ 1.3442031 , 12.74272118])"
56214,20454,"array([ 1.34797801, 12.74238263])"
56215,39809,"array([ 1.3433144 , 12.74773912])"
56216,47278,"array([ 1.34932981, 12.74610382])"
56217,20461,"array([ 1.34312504, 12.74777159])"
56218,20462,"array([ 1.34406497, 12.74611647])"
56219,20463,"array([ 1.34754298, 12.74875233])"
56220,20465,"array([ 1.3470708 , 12.74829377])"
56221,20468,"array([ 1.3448168 , 12.74140535])"
56222,20469,"array([ 1.34454297, 12.7475987 ])"
56223,20478,"array([ 1.35224371, 12.74440463])"
56224,20479,"array([ 1.35072101, 12.74324314])"
56225,20481,"array([ 1.34420218, 12.74767643])"
56226,20496,"array([ 1.34831148, 12.74852641])"
56227,20497,"array([ 1.34903537, 12.74118997])"
56228,20504,"array([ 1.3469526 , 12.74852502])"
56229,20505,"array([ 1.34754716, 12.74750578])"
56230,20508,"array([ 1.35202681, 12.74561881])"
56231,20509,"array([ 1.34386697, 12.7446721 ])"
56232,56256,"array([ 1.35189909, 12.7410919 ])"
56233,20515,"array([ 1.34880109, 12.74966637])"
56234,20516,"array([ 1.34697293, 12.74303365])"
56235,20517,"array([ 1.34668589, 12.7411459 ])"
56236,63933,"array([ 1.35004313, 12.74971831])"
56237,68572,"array([ 1.34377947, 12.74537738])"
56238,20532,"array([ 1.35123364, 12.74186657])"
56239,20534,"array([ 1.35479183, 12.74650507])"
56240,67525,"array([ 1.35228559, 12.74571148])"
56241,20535,"array([ 1.35091622, 12.74759513])"
56242,20539,"array([ 1.34952589, 12.7408789 ])"
56243,20541,"array([ 1.3491777 , 12.74806396])"
56244,46037,"array([ 1.34508155, 12.74637971])"
56245,24523,"array([ 1.34849004, 12.74280363])"
56246,56385,"array([ 1.34691769, 12.74793134])"
56247,20543,"array([ 1.34861605, 12.73965251])"
56248,20545,"array([ 1.34292073, 12.74835359])"
56249,20549,"array([ 1.34645637, 12.74222305])"
56250,37824,"array([ 1.34985868, 12.74670756])"
56251,48909,"array([ 1.35051226, 12.7430842 ])"
56252,63068,"array([ 1.34890922, 12.74296968])"
56253,67690,"array([ 1.35235168, 12.74417827])"
56254,24149,"array([ 1.35100893, 12.74631415])"
56255,34062,"array([ 1.35040545, 12.74387235])"
56256,40461,"array([ 1.35010678, 12.74072216])"
56257,36584,"array([ 1.35103003, 12.7440665 ])"
56258,32540,"array([ 1.35186541, 12.74234458])"
56259,28587,"array([ 1.34935937, 12.74050664])"
56260,21291,"array([ 1.35138143, 12.74184988])"
56261,31141,"array([ 1.35139907, 12.74507175])"
56262,53176,"array([ 1.35029382, 12.74084619])"
56263,20554,"array([ 1.35179129, 12.74280683])"
56264,35220,"array([ 1.34549229, 12.74164895])"
56265,20562,"array([ 1.35048978, 12.74157267])"
56266,55056,"array([ 1.35076847, 12.74426181])"
56267,20564,"array([ 1.34951431, 12.74095019])"
56268,51647,"array([ 1.34539722, 12.74301174])"
56269,20576,"array([ 1.34592885, 12.74920216])"
56270,20577,"array([ 1.35380431, 12.7466415 ])"
56271,60318,"array([ 1.34840204, 12.7411426 ])"
56272,20581,"array([ 1.34425584, 12.74562835])"
56273,20582,"array([ 1.35021502, 12.7487327 ])"
56274,20588,"array([ 1.34933876, 12.74149597])"
56275,20590,"array([ 1.34433   , 12.74552572])"
56276,20592,"array([ 1.35378859, 12.74487377])"
56277,64493,"array([ 1.35237013, 12.74391764])"
56278,20597,"array([ 1.35260714, 12.7455982 ])"
56279,20599,"array([ 1.35116081, 12.7435317 ])"
56280,31548,"array([ 1.35080003, 12.74402871])"
56281,57629,"array([ 1.35095631, 12.74819676])"
56282,68984,"array([ 1.34975023, 12.74782654])"
56283,47270,"array([ 1.34452203, 12.74374013])"
56284,20607,"array([ 1.35338621, 12.74196027])"
56285,20613,"array([ 1.35068441, 12.74577783])"
56286,20614,"array([ 1.34441223, 12.74266833])"
56287,20615,"array([ 1.35205309, 12.7455685 ])"
56288,20616,"array([ 1.34974701, 12.74934415])"
56289,60403,"array([ 1.34803568, 12.74245738])"
56290,20619,"array([ 1.34692879, 12.74126081])"
56291,54373,"array([ 1.34344312, 12.74214151])"
56292,28889,"array([ 1.34621888, 12.74345149])"
56293,20624,"array([ 1.34488823, 12.74401287])"
56294,20625,"array([ 1.35038476, 12.74554144])"
56295,20626,"array([ 1.34452241, 12.74974938])"
56296,20628,"array([ 1.34872864, 12.73986111])"
56297,20629,"array([ 1.34410739, 12.74333778])"
56298,20631,"array([ 1.34800489, 12.74981693])"
56299,20633,"array([ 1.35002142, 12.7416735 ])"
56300,20636,"array([ 1.35232909, 12.74136363])"
56301,20637,"array([ 1.35071997, 12.74755153])"
56302,20639,"array([ 1.34919453, 12.74054702])"
56303,20640,"array([ 1.35716983, 12.74441214])"
56304,51466,"array([ 1.35878135, 12.74437502])"
56305,66838,"array([ 1.35465216, 12.74444304])"
56306,23558,"array([ 1.34414558, 12.74784741])"
56307,54921,"array([ 1.34708633, 12.74724759])"
56308,20648,"array([ 1.35124396, 12.74341047])"
56309,20655,"array([ 1.34867663, 12.73974579])"
56310,20656,"array([ 1.34684878, 12.75004659])"
56311,20659,"array([ 1.34605175, 12.74298402])"
56312,20661,"array([ 1.35141323, 12.74862127])"
56313,20662,"array([ 1.35257602, 12.74419449])"
56314,20663,"array([ 1.35061909, 12.73970494])"
56315,20666,"array([ 1.35169697, 12.74791548])"
56316,20667,"array([ 1.34713097, 12.74035188])"
56317,20670,"array([ 1.34959537, 12.741183  ])"
56318,20671,"array([ 1.34488847, 12.74647123])"
56319,68521,"array([ 1.35168183, 12.74439803])"
56320,42662,"array([ 1.34595072, 12.74558577])"
56321,20675,"array([ 1.34505404, 12.74729271])"
56322,20676,"array([ 1.35196306, 12.74654104])"
56323,20680,"array([ 1.34396334, 12.74707956])"
56324,20682,"array([ 1.3506004 , 12.74658632])"
56325,20683,"array([ 1.34938347, 12.73889851])"
56326,20686,"array([ 1.35075481, 12.74079551])"
56327,20687,"array([ 1.35220207, 12.74285009])"
56328,67873,"array([ 1.35220096, 12.74590248])"
56329,20689,"array([ 1.34667234, 12.74161021])"
56330,37240,"array([ 1.35130798, 12.74493935])"
56331,20693,"array([ 1.34538917, 12.74272296])"
56332,47801,"array([ 1.34550595, 12.74342937])"
56333,20696,"array([ 1.34308986, 12.74487799])"
56334,48848,"array([ 1.34854888, 12.74226804])"
56335,20703,"array([ 1.3510146 , 12.74378916])"
56336,20704,"array([ 1.34484348, 12.7482249 ])"
56337,22324,"array([ 1.34265552, 12.74346481])"
56338,20707,"array([ 1.34730183, 12.7403396 ])"
56339,53812,"array([ 1.35074434, 12.74935303])"
56340,24923,"array([ 1.35086767, 12.74934314])"
56341,20710,"array([ 1.34596485, 12.74322539])"
56342,20711,"array([ 1.34573807, 12.74221739])"
56343,43079,"array([ 1.35079387, 12.74416139])"
56344,21120,"array([ 1.35185785, 12.74488367])"
56345,20715,"array([ 1.34591938, 12.74123273])"
56346,20719,"array([ 1.34590679, 12.73990313])"
56347,63906,"array([ 1.34895334, 12.74983676])"
56348,20728,"array([ 1.35122186, 12.74696294])"
56349,20733,"array([ 1.34578608, 12.75026231])"
56350,20735,"array([ 1.34828391, 12.74236557])"
56351,20736,"array([ 1.34562027, 12.74414796])"
56352,20737,"array([ 1.34559363, 12.74276814])"
56353,45403,"array([ 1.35081405, 12.74515698])"
56354,33229,"array([ 1.34772711, 12.74325066])"
56355,34448,"array([ 1.34832929, 12.74645077])"
56356,60855,"array([ 1.34845343, 12.74172951])"
56357,24202,"array([ 1.34935844, 12.74045522])"
56358,33287,"array([ 1.35218544, 12.74327782])"
56359,29764,"array([ 1.35060921, 12.74438287])"
56360,20759,"array([ 1.34942016, 12.74948071])"
56361,53865,"array([ 1.3514281 , 12.74185798])"
56362,20762,"array([ 1.34848528, 12.74803558])"
56363,65317,"array([ 1.35130376, 12.74535291])"
56364,49677,"array([ 1.34671053, 12.74123522])"
56365,32829,"array([ 1.35282357, 12.74367103])"
56366,67703,"array([ 1.35148569, 12.74162501])"
56367,40932,"array([ 1.3509273 , 12.74322596])"
56368,60427,"array([ 1.35143023, 12.7439513 ])"
56369,21475,"array([ 1.35020429, 12.74593686])"
56370,25937,"array([ 1.34639565, 12.74564406])"
56371,20766,"array([ 1.35036419, 12.73929817])"
56372,66787,"array([ 1.3512429 , 12.74193161])"
56373,47576,"array([ 1.34396414, 12.74659264])"
56374,35344,"array([ 1.34895061, 12.7491218 ])"
56375,20770,"array([ 1.35299043, 12.74329415])"
56376,20771,"array([ 1.34781893, 12.74675277])"
56377,61910,"array([ 1.34831035, 12.74774961])"
56378,68841,"array([ 1.34949113, 12.74924009])"
56379,41814,"array([ 1.34945302, 12.7475545 ])"
56380,44526,"array([ 1.34592517, 12.74751014])"
56381,24972,"array([ 1.34581079, 12.74888565])"
56382,34305,"array([ 1.34920247, 12.74709057])"
56383,61512,"array([ 1.34512846, 12.74475135])"
56384,28404,"array([ 1.34606236, 12.74857851])"
56385,38825,"array([ 1.34973004, 12.74777171])"
56386,31540,"array([ 1.3466537 , 12.74726672])"
56387,27491,"array([ 1.34925089, 12.7493122 ])"
56388,20773,"array([ 1.3504895 , 12.74081377])"
56389,20776,"array([ 1.35194445, 12.74362917])"
56390,25800,"array([ 1.34865825, 12.74041149])"
56391,20785,"array([ 1.34557712, 12.74796646])"
56392,20788,"array([ 1.34719293, 12.74212455])"
56393,40742,"array([ 1.35123003, 12.74330439])"
56394,63169,"array([ 1.34856821, 12.74645433])"
56395,49712,"array([ 1.35195165, 12.74349299])"
56396,20796,"array([ 1.34503675, 12.74459269])"
56397,20800,"array([ 1.35069426, 12.74219511])"
56398,45749,"array([ 1.35054096, 12.74328704])"
56399,20803,"array([ 1.34433053, 12.74088375])"
56400,20804,"array([ 1.35019227, 12.74399862])"
56401,20812,"array([ 1.35217842, 12.74506076])"
56402,20816,"array([ 1.34315563, 12.74883243])"
56403,32891,"array([ 1.34514886, 12.74464006])"
56404,20818,"array([ 1.34413525, 12.74179355])"
56405,20819,"array([ 1.34502849, 12.74559323])"
56406,65460,"array([ 1.35183207, 12.7428552 ])"
56407,20825,"array([ 1.34500737, 12.74872772])"
56408,20826,"array([ 1.35184531, 12.74422465])"
56409,20827,"array([ 1.34369244, 12.7431112 ])"
56410,20828,"array([ 1.3472705 , 12.74188787])"
56411,57075,"array([ 1.34666146, 12.74783694])"
56412,20835,"array([ 1.35259146, 12.74674673])"
56413,51528,"array([ 1.34448606, 12.74508025])"
56414,20839,"array([ 1.34609697, 12.74369352])"
56415,20840,"array([ 1.35441278, 12.74334575])"
56416,57995,"array([ 1.35440406, 12.74318969])"
56417,20841,"array([ 1.35101954, 12.74727362])"
56418,34148,"array([ 1.3445204 , 12.74252885])"
56419,64407,"array([ 1.34326504, 12.7433282 ])"
56420,41070,"array([ 1.34383663, 12.74404176])"
56421,34357,"array([ 1.34459883, 12.7435745 ])"
56422,36857,"array([ 1.35041707, 12.74167129])"
56423,47697,"array([ 1.34706714, 12.74170536])"
56424,20847,"array([ 1.34419293, 12.7451244 ])"
56425,63164,"array([ 1.35238919, 12.74541423])"
56426,62763,"array([ 1.35175588, 12.74527331])"
56427,20849,"array([ 1.35146493, 12.74210977])"
56428,20850,"array([ 1.35102668, 12.74072037])"
56429,20851,"array([ 1.34540002, 12.74715594])"
56430,20853,"array([ 1.34740088, 12.7409705 ])"
56431,37555,"array([ 1.3466695 , 12.74165267])"
56432,20856,"array([ 1.34504684, 12.74145854])"
56433,20857,"array([ 1.34990089, 12.74720183])"
56434,20858,"array([ 1.34811933, 12.74898594])"
56435,20861,"array([ 1.34421724, 12.74577042])"
56436,20863,"array([ 1.35570857, 12.74561392])"
56437,44164,"array([ 1.35339668, 12.74524027])"
56438,20864,"array([ 1.34476201, 12.74426688])"
56439,20865,"array([ 1.34348659, 12.74401701])"
56440,20866,"array([ 1.34272315, 12.74791349])"
56441,20868,"array([ 1.34904194, 12.73961051])"
56442,20870,"array([ 1.342812  , 12.74368812])"
56443,48372,"array([ 1.34315632, 12.74551941])"
56444,35055,"array([ 1.34316766, 12.74520667])"
56445,23171,"array([ 1.34620211, 12.74557015])"
56446,40793,"array([ 1.35118258, 12.74578383])"
56447,20873,"array([ 1.34758337, 12.74001081])"
56448,61789,"array([ 1.34678289, 12.74626541])"
56449,68242,"array([ 1.34663293, 12.74915891])"
56450,42824,"array([ 1.35160975, 12.74159067])"
56451,65419,"array([ 1.3447818 , 12.74563236])"
56452,49454,"array([ 1.34556224, 12.74590023])"
56453,42415,"array([ 1.34666076, 12.74913388])"
56454,20882,"array([ 1.35074974, 12.74570949])"
56455,20885,"array([ 1.34959307, 12.74015482])"
56456,68894,"array([ 1.34561676, 12.74899142])"
56457,51881,"array([ 1.34754743, 12.74825305])"
56458,60833,"array([ 1.34701815, 12.74202765])"
56459,33933,"array([ 1.35042715, 12.74175919])"
56460,65772,"array([ 1.34703896, 12.74113369])"
56461,20895,"array([ 1.35307346, 12.74353932])"
56462,20896,"array([ 1.35139556, 12.74738831])"
56463,20899,"array([ 1.34657766, 12.74049725])"
56464,20901,"array([ 1.34387521, 12.74542044])"
56465,20903,"array([ 1.34604672, 12.74010983])"
56466,20906,"array([ 1.35034059, 12.74000174])"
56467,20907,"array([ 1.34364481, 12.74325069])"
56468,20908,"array([ 1.34569114, 12.74346641])"
56469,20909,"array([ 1.34471781, 12.7414752 ])"
56470,57089,"array([ 1.34396766, 12.74748736])"
56471,67700,"array([ 1.34607096, 12.74814127])"
56472,26204,"array([ 1.35176162, 12.74189544])"
56473,20913,"array([ 1.34621833, 12.74890746])"
56474,39885,"array([ 1.34521868, 12.74183676])"
56475,20916,"array([ 1.34611534, 12.74120861])"
56476,20917,"array([ 1.3455397 , 12.74670556])"
56477,27439,"array([ 1.34707921, 12.74216781])"
56478,27052,"array([ 1.34641398, 12.74149258])"
56479,20919,"array([ 1.35370631, 12.74516017])"
56480,20921,"array([ 1.35218257, 12.74151046])"
56481,20923,"array([ 1.34378039, 12.7483826 ])"
56482,22220,"array([ 1.35168998, 12.74754096])"
56483,46657,"array([ 1.34930448, 12.74721926])"
56484,23820,"array([ 1.35036399, 12.74743042])"
56485,60437,"array([ 1.3470391 , 12.74320493])"
56486,47561,"array([ 1.35084898, 12.74694026])"
56487,51181,"array([ 1.34576726, 12.74400544])"
56488,65976,"array([ 1.3515234 , 12.74792168])"
56489,23523,"array([ 1.35183912, 12.747596  ])"
56490,41172,"array([ 1.35133693, 12.74808782])"
56491,44988,"array([ 1.35117068, 12.74812517])"
56492,32692,"array([ 1.35106277, 12.74829454])"
56493,39550,"array([ 1.35123566, 12.74797943])"
56494,51507,"array([ 1.34616942, 12.74391355])"
56495,32972,"array([ 1.35225271, 12.74650967])"
56496,64220,"array([ 1.35096743, 12.74825376])"
56497,25189,"array([ 1.35107613, 12.74649704])"
56498,45500,"array([ 1.3492493 , 12.74765986])"
56499,68969,"array([ 1.35177558, 12.74767068])"
56500,25219,"array([ 1.34589191, 12.74551241])"
56501,20932,"array([ 1.34936208, 12.74972842])"
56502,20934,"array([ 1.34603737, 12.74925446])"
56503,20938,"array([ 1.34883325, 12.74013736])"
56504,20939,"array([ 1.34375723, 12.74451739])"
56505,20942,"array([ 1.34630858, 12.74757284])"
56506,20943,"array([ 1.35356663, 12.74435167])"
56507,21696,"array([ 1.35091162, 12.74393875])"
56508,20945,"array([ 1.3475826 , 12.75021369])"
56509,20951,"array([ 1.35218947, 12.74790688])"
56510,20954,"array([ 1.353009  , 12.74434933])"
56511,20956,"array([ 1.34318529, 12.74599743])"
56512,20964,"array([ 1.35090564, 12.74397955])"
56513,20966,"array([ 1.34824682, 12.74223638])"
56514,20968,"array([ 1.35115385, 12.74154096])"
56515,20969,"array([ 1.34380952, 12.7423606 ])"
56516,20973,"array([ 1.35247265, 12.74185561])"
56517,20978,"array([ 1.34876966, 12.74868102])"
56518,20979,"array([ 1.34293607, 12.74541586])"
56519,56667,"array([ 1.34731419, 12.74281256])"
56520,26269,"array([ 1.34659506, 12.74262662])"
56521,53948,"array([ 1.34646523, 12.74254999])"
56522,58222,"array([ 1.35141457, 12.74315012])"
56523,33103,"array([ 1.35008334, 12.74682287])"
56524,64443,"array([ 1.34640962, 12.74317942])"
56525,56346,"array([ 1.34876989, 12.74741755])"
56526,27597,"array([ 1.34974975, 12.74074858])"
56527,60454,"array([ 1.34718373, 12.74227656])"
56528,24261,"array([ 1.34921367, 12.74602916])"
56529,20986,"array([ 1.35270206, 12.74361875])"
56530,20987,"array([ 1.34498166, 12.74325761])"
56531,29653,"array([ 1.34711621, 12.74144818])"
56532,33760,"array([ 1.35133518, 12.74458017])"
56533,20992,"array([ 1.35152719, 12.74497975])"
56534,20993,"array([ 1.35302761, 12.74333681])"
56535,52121,"array([ 1.34919357, 12.74100307])"
56536,52454,"array([ 1.34785802, 12.7426173 ])"
56537,48403,"array([ 1.34950837, 12.74031322])"
56538,32398,"array([ 1.35243922, 12.74370503])"
56539,63298,"array([ 1.35146475, 12.7432813 ])"
56540,63873,"array([ 1.34724399, 12.74120662])"
56541,32161,"array([ 1.34906481, 12.74018954])"
56542,48298,"array([ 1.34855187, 12.74138586])"
56543,33653,"array([ 1.3509639 , 12.74109772])"
56544,37596,"array([ 1.35248879, 12.74405302])"
56545,68050,"array([ 1.34691578, 12.74077399])"
56546,52494,"array([ 1.35035948, 12.74276317])"
56547,63817,"array([ 1.35025224, 12.74067157])"
56548,55267,"array([ 1.34985581, 12.74262905])"
56549,46761,"array([ 1.34644923, 12.74238243])"
56550,51368,"array([ 1.35055636, 12.74154069])"
56551,51561,"array([ 1.34752544, 12.74266445])"
56552,34134,"array([ 1.35257782, 12.74439666])"
56553,34225,"array([ 1.34600911, 12.74493536])"
56554,25502,"array([ 1.35113612, 12.74263514])"
56555,22705,"array([ 1.3498664 , 12.74136232])"
56556,52080,"array([ 1.35037484, 12.7410795 ])"
56557,64852,"array([ 1.35236111, 12.74321072])"
56558,43390,"array([ 1.35101358, 12.74309543])"
56559,31656,"array([ 1.34403846, 12.74701677])"
56560,52652,"array([ 1.3497606 , 12.74165439])"
56561,21002,"array([ 1.35228806, 12.74218662])"
56562,21003,"array([ 1.34504777, 12.74829683])"
56563,21018,"array([ 1.343229  , 12.74849988])"
56564,61732,"array([ 1.34865217, 12.73931571])"
56565,21022,"array([ 1.34969474, 12.74217254])"
56566,21025,"array([ 1.35139812, 12.7427765 ])"
