# index, _pos
20561,"array([13.12199023,  7.45801603])"
20562,"array([13.12678477,  7.4574162 ])"
20563,"array([13.12783784,  7.4565306 ])"
20564,"array([13.12447264,  7.45942771])"
20565,"array([13.12452936,  7.45813852])"
20566,"array([13.12359154,  7.45846071])"
20567,"array([13.12217686,  7.45845193])"
20568,"array([13.11941302,  7.45796453])"
20569,"array([13.12379983,  7.45477936])"
20570,"array([13.12129664,  7.46442801])"
20571,"array([13.12207141,  7.46713359])"
20572,"array([13.12152105,  7.46453425])"
20573,"array([13.12275414,  7.45678599])"
20574,"array([13.12454   ,  7.45802993])"
20575,"array([13.12509387,  7.45584434])"
20576,"array([13.12252177,  7.46238544])"
20577,"array([13.12681686,  7.45854292])"
20578,"array([13.12552018,  7.45610794])"
20579,"array([13.12412649,  7.46639779])"
20580,"array([13.12288787,  7.45838534])"
20581,"array([13.1243194,  7.4566356])"
20582,"array([13.12264337,  7.45957716])"
20583,"array([13.12128836,  7.46275356])"
20584,"array([13.12631652,  7.45565151])"
20585,"array([13.12447854,  7.45799476])"
20586,"array([13.12488774,  7.45526592])"
20587,"array([13.12636462,  7.45815439])"
20588,"array([13.1238543 ,  7.45761028])"
20589,"array([13.1265279 ,  7.45719587])"
20590,"array([13.12390961,  7.45839722])"
20591,"array([13.12276183,  7.45326112])"
20592,"array([13.12643359,  7.45859821])"
20593,"array([13.12394542,  7.45554525])"
20594,"array([13.11974283,  7.46090483])"
20595,"array([13.12137575,  7.45700112])"
20596,"array([13.11928127,  7.45785242])"
20597,"array([13.12539565,  7.45654138])"
20598,"array([13.126967  ,  7.46250802])"
20599,"array([13.12345834,  7.45746914])"
20600,"array([13.12202447,  7.45522151])"
20601,"array([13.12363223,  7.45651068])"
20602,"array([13.12388822,  7.45800025])"
20603,"array([13.12466948,  7.46437295])"
20604,"array([13.12203251,  7.4565973 ])"
20605,"array([13.12912917,  7.45849084])"
20606,"array([13.1234296 ,  7.45651837])"
20607,"array([13.12729613,  7.45721811])"
20608,"array([13.12253805,  7.45971398])"
20609,"array([13.12598423,  7.458153  ])"
20610,"array([13.12381933,  7.45561485])"
20611,"array([13.12787394,  7.45627598])"
20612,"array([13.1206847 ,  7.45978284])"
20613,"array([13.12169206,  7.45736386])"
20614,"array([13.12725915,  7.45707418])"
20615,"array([13.12185999,  7.46388261])"
20616,"array([13.12347835,  7.46440402])"
20617,"array([13.12475919,  7.45861611])"
20618,"array([13.12126582,  7.4581493 ])"
20619,"array([13.12480527,  7.46140728])"
20620,"array([13.12348897,  7.46063863])"
20621,"array([13.12235386,  7.46113812])"
20622,"array([13.11985622,  7.4577681 ])"
20623,"array([13.12814793,  7.45956688])"
20624,"array([13.12268953,  7.45523762])"
20625,"array([13.12190334,  7.46783038])"
20626,"array([13.12425457,  7.45515722])"
20627,"array([13.12405312,  7.45641623])"
20628,"array([13.1233995 ,  7.45851201])"
20629,"array([13.12227415,  7.45657182])"
20630,"array([13.12357927,  7.45993688])"
20631,"array([13.12066682,  7.4616953 ])"
20632,"array([13.12321405,  7.45624208])"
20633,"array([13.1240039 ,  7.45794395])"
20634,"array([13.12490579,  7.45627565])"
20635,"array([13.1232084 ,  7.45548548])"
20636,"array([13.12786188,  7.45644206])"
20637,"array([13.12103318,  7.45455821])"
20638,"array([13.12391585,  7.45546984])"
20639,"array([13.12238174,  7.45508279])"
20640,"array([13.12309955,  7.45751643])"
20641,"array([13.12261908,  7.45871699])"
20642,"array([13.12350509,  7.46281492])"
20643,"array([13.12583368,  7.46200917])"
20644,"array([13.12082909,  7.45975076])"
20645,"array([13.12377055,  7.45737185])"
20646,"array([13.11945749,  7.46130581])"
20647,"array([13.12238766,  7.4592369 ])"
20648,"array([13.12334753,  7.45717467])"
20649,"array([13.12369913,  7.45734937])"
20650,"array([13.12404086,  7.45824847])"
20651,"array([13.12478115,  7.45251219])"
20652,"array([13.12554444,  7.45791427])"
20653,"array([13.12215746,  7.46002975])"
20654,"array([13.12386796,  7.45597313])"
20655,"array([13.12470977,  7.45790689])"
20656,"array([13.1221478,  7.4582236])"
20657,"array([13.12056669,  7.45879625])"
20658,"array([13.12321984,  7.46521176])"
20659,"array([13.12243638,  7.46133613])"
20660,"array([13.12330306,  7.45589942])"
20661,"array([13.12218735,  7.45771761])"
20662,"array([13.12178512,  7.45508358])"
20663,"array([13.12361264,  7.46031612])"
20664,"array([13.1233812 ,  7.45515503])"
20665,"array([13.11924321,  7.45898426])"
20666,"array([13.12459492,  7.45797343])"
20667,"array([13.1245641 ,  7.45530092])"
20668,"array([13.12495837,  7.45807816])"
20669,"array([13.12354175,  7.46404261])"
20670,"array([13.12245258,  7.45851011])"
20671,"array([13.12173598,  7.46118297])"
20672,"array([13.12337335,  7.46080477])"
20673,"array([13.12563366,  7.4552527 ])"
20674,"array([13.12126078,  7.46042086])"
20675,"array([13.12361203,  7.45522739])"
20676,"array([13.12872382,  7.45673723])"
20677,"array([13.12368656,  7.45704291])"
20678,"array([13.12444556,  7.45721206])"
20679,"array([13.12416335,  7.45490887])"
20680,"array([13.12391256,  7.45562949])"
20681,"array([13.12343133,  7.45575739])"
20682,"array([13.12116849,  7.46167204])"
20683,"array([13.12157766,  7.45525481])"
20684,"array([13.12363756,  7.45382788])"
20685,"array([13.12204386,  7.45822589])"
20686,"array([13.12278029,  7.45561191])"
20687,"array([13.12230617,  7.45499709])"
20688,"array([13.12128817,  7.45863759])"
20689,"array([13.12948774,  7.45881404])"
20690,"array([13.12223396,  7.46175825])"
20691,"array([13.12337021,  7.45795482])"
20692,"array([13.12315286,  7.45757514])"
20693,"array([13.1250636 ,  7.45525482])"
20694,"array([13.12286931,  7.45795316])"
20695,"array([13.1223321 ,  7.45718274])"
20696,"array([13.12704423,  7.46404545])"
20697,"array([13.12547078,  7.46682584])"
20698,"array([13.12557473,  7.46261386])"
20699,"array([13.12627167,  7.46443179])"
20700,"array([13.06588261,  7.45454929])"
20701,"array([13.12302457,  7.45394238])"
20702,"array([13.12203314,  7.46059032])"
20703,"array([13.12162267,  7.46313799])"
20704,"array([13.12417947,  7.46090971])"
20705,"array([13.12101075,  7.4643059 ])"
20706,"array([13.11882153,  7.45950226])"
20707,"array([13.12725096,  7.45940837])"
20708,"array([13.12772002,  7.46467534])"
20709,"array([13.11889292,  7.46583212])"
20710,"array([13.12428328,  7.46493329])"
20711,"array([13.12421528,  7.46151065])"
20712,"array([13.12520361,  7.46092713])"
20713,"array([13.12260697,  7.45572048])"
20714,"array([13.18279378,  7.46860815])"
20715,"array([13.12170488,  7.46348905])"
20716,"array([13.12533558,  7.4580215 ])"
20717,"array([13.12538239,  7.46797211])"
20718,"array([13.12067477,  7.46804925])"
20719,"array([13.12773562,  7.46485759])"
20720,"array([13.12318237,  7.46027507])"
20721,"array([13.1215638 ,  7.46399896])"
20722,"array([13.12424429,  7.46241859])"
20723,"array([13.13236862,  7.46397548])"
20724,"array([13.12480421,  7.46242804])"
20725,"array([13.12643276,  7.46310306])"
20726,"array([13.12133067,  7.45966061])"
20727,"array([13.12399087,  7.45848366])"
20728,"array([13.12533227,  7.45725395])"
20729,"array([13.12016236,  7.45929559])"
20730,"array([13.12574674,  7.46104505])"
20731,"array([13.12717497,  7.46063177])"
20732,"array([13.10097226,  7.51483264])"
20733,"array([13.11978058,  7.4601469 ])"
20734,"array([13.12137219,  7.46218625])"
20735,"array([13.12715584,  7.45751448])"
20736,"array([13.12661682,  7.46769274])"
20737,"array([13.12351396,  7.4617928 ])"
20738,"array([13.12382971,  7.46300179])"
20739,"array([13.12725747,  7.45972573])"
20740,"array([13.12747517,  7.46577185])"
20741,"array([13.12846877,  7.45839932])"
20742,"array([13.12541894,  7.46011902])"
20743,"array([13.12727863,  7.45842548])"
20744,"array([13.12739285,  7.45876375])"
20745,"array([13.12687329,  7.45988135])"
20746,"array([13.12754568,  7.45781953])"
20747,"array([13.12705296,  7.45920192])"
20748,"array([13.12663764,  7.45935891])"
20749,"array([13.125988  ,  7.45987493])"
20750,"array([13.12640475,  7.45847451])"
20751,"array([13.12599694,  7.45927188])"
20752,"array([13.12365334,  7.46371939])"
20753,"array([13.12822909,  7.46589792])"
20754,"array([13.12930621,  7.45738243])"
20755,"array([13.12691224,  7.46570873])"
20756,"array([13.12500132,  7.46080286])"
20757,"array([13.12465712,  7.46242363])"
20758,"array([13.12551813,  7.46122884])"
20759,"array([13.1290612 ,  7.46144045])"
20760,"array([13.12462734,  7.46154713])"
20761,"array([13.12230911,  7.45952529])"
20762,"array([13.12649867,  7.46760585])"
20763,"array([13.12391484,  7.46129144])"
20764,"array([13.12584928,  7.45792769])"
20765,"array([13.12648419,  7.45994276])"
20766,"array([13.12861936,  7.45882262])"
20767,"array([13.1260419 ,  7.45887282])"
20768,"array([13.12694729,  7.4565448 ])"
20769,"array([13.12577409,  7.45870484])"
20770,"array([13.12670405,  7.46117718])"
20771,"array([13.12665509,  7.45811206])"
20772,"array([13.12763305,  7.46016379])"
20773,"array([13.12838055,  7.45758507])"
20774,"array([13.12818343,  7.45948366])"
20775,"array([13.12594967,  7.45733065])"
20776,"array([13.12817804,  7.46086077])"
20777,"array([13.12709544,  7.45898643])"
20778,"array([13.12825888,  7.45722023])"
20779,"array([13.12822227,  7.46365042])"
20780,"array([13.12788868,  7.46016435])"
20781,"array([13.12919905,  7.45692971])"
20782,"array([13.12431323,  7.46020756])"
20783,"array([13.1283069 ,  7.46133784])"
20784,"array([13.12080632,  7.46060275])"
20785,"array([13.12404614,  7.46245495])"
20786,"array([13.12713387,  7.45921698])"
20787,"array([13.1241105 ,  7.46121877])"
20788,"array([13.13010385,  7.45831089])"
20789,"array([13.12686894,  7.46758662])"
20790,"array([13.1239351 ,  7.45958398])"
20791,"array([13.1280969 ,  7.45729785])"
20792,"array([13.12860926,  7.46073911])"
20793,"array([13.1281497 ,  7.45932769])"
20794,"array([13.12574744,  7.4587588 ])"
20795,"array([13.12541315,  7.45797373])"
20796,"array([13.12142529,  7.45814863])"
20797,"array([13.12820521,  7.46067429])"
20798,"array([13.12694734,  7.4579144 ])"
20799,"array([13.1232218 ,  7.46118337])"
20800,"array([13.12649855,  7.46043048])"
20801,"array([13.12531964,  7.46267906])"
20802,"array([13.12527434,  7.4573133 ])"
20803,"array([13.12678008,  7.46024508])"
20804,"array([13.1281994 ,  7.45941264])"
20805,"array([13.12334763,  7.46233949])"
20806,"array([13.12925272,  7.45911433])"
20807,"array([13.12938437,  7.45719719])"
20808,"array([13.12709927,  7.463836  ])"
20809,"array([13.12737319,  7.46112309])"
20810,"array([13.12538308,  7.46183403])"
20811,"array([13.12922079,  7.45929845])"
20812,"array([13.12598713,  7.45770683])"
20813,"array([13.12691097,  7.45706029])"
20814,"array([13.12795617,  7.4578801 ])"
20815,"array([13.12340382,  7.46053185])"
20816,"array([13.12798309,  7.45667126])"
20817,"array([13.12730793,  7.46039942])"
20818,"array([13.12767515,  7.45799725])"
20819,"array([13.12685028,  7.45699751])"
20820,"array([13.1210741 ,  7.46404484])"
20821,"array([13.12579327,  7.45731447])"
20822,"array([13.12398606,  7.46274173])"
20823,"array([13.12825539,  7.45953154])"
20824,"array([13.12614718,  7.45814041])"
20825,"array([13.117697  ,  7.45798699])"
20826,"array([13.12745997,  7.45657431])"
20827,"array([13.12751581,  7.45896849])"
20828,"array([13.12559575,  7.45850021])"
20829,"array([13.12639098,  7.45808109])"
20830,"array([13.12642536,  7.46104189])"
20831,"array([13.12554389,  7.45725247])"
20832,"array([13.125547  ,  7.46081878])"
20833,"array([13.12523875,  7.4599619 ])"
20834,"array([13.12813154,  7.46136733])"
20835,"array([13.12667328,  7.46075752])"
20836,"array([13.12807792,  7.46170267])"
20837,"array([13.12570425,  7.45995011])"
20838,"array([13.1220113 ,  7.46021851])"
20839,"array([13.12726924,  7.4561632 ])"
20840,"array([13.12755283,  7.46046606])"
20841,"array([13.12929151,  7.45728069])"
20842,"array([13.12931703,  7.45954688])"
20843,"array([13.12511494,  7.45993207])"
20844,"array([13.12848407,  7.45779286])"
20845,"array([13.12928431,  7.4571807 ])"
20846,"array([13.12944478,  7.45757621])"
20847,"array([13.12603714,  7.45686973])"
20848,"array([13.12556966,  7.46350617])"
20849,"array([13.12692693,  7.45983422])"
20850,"array([13.12954749,  7.46521268])"
20851,"array([13.12799164,  7.45935305])"
20852,"array([13.1253419 ,  7.45589966])"
20853,"array([13.12271574,  7.46006095])"
20854,"array([13.12433967,  7.45970183])"
20855,"array([13.12535318,  7.46370558])"
20856,"array([13.12913569,  7.45927381])"
20857,"array([13.12647685,  7.45892381])"
20858,"array([13.12636677,  7.46349622])"
20859,"array([13.12028239,  7.45654137])"
20860,"array([13.12721779,  7.46109632])"
20861,"array([13.1214365 ,  7.45931316])"
20862,"array([13.12421351,  7.46078582])"
20863,"array([13.12269833,  7.46161534])"
20864,"array([13.12390048,  7.46159847])"
20865,"array([13.12244263,  7.46226217])"
20866,"array([13.12446732,  7.46274869])"
20867,"array([13.12159842,  7.4593319 ])"
20868,"array([13.1255695 ,  7.46129511])"
20869,"array([13.12206767,  7.46197281])"
20870,"array([13.12372559,  7.46160317])"
20871,"array([13.12537653,  7.46295913])"
20872,"array([13.1198323 ,  7.45749547])"
20873,"array([13.12612511,  7.45855303])"
20874,"array([13.12475542,  7.45983042])"
20875,"array([13.12130341,  7.45951175])"
20876,"array([13.12487953,  7.46190511])"
20877,"array([13.12022507,  7.46096737])"
20878,"array([13.12995912,  7.46227735])"
20879,"array([13.12269047,  7.46264457])"
20880,"array([13.12140022,  7.46237241])"
20881,"array([13.12552457,  7.45885418])"
20882,"array([13.12951501,  7.45893187])"
20883,"array([13.12555186,  7.45527243])"
20884,"array([13.11931629,  7.45975303])"
20885,"array([13.12189901,  7.4614408 ])"
20886,"array([13.12681424,  7.4581667 ])"
20887,"array([13.12198925,  7.4592339 ])"
20888,"array([13.11903361,  7.45550922])"
20889,"array([13.12420839,  7.45629683])"
20890,"array([13.08715334,  7.41537027])"
20891,"array([13.12393833,  7.45995801])"
20892,"array([13.12237944,  7.46490107])"
20893,"array([13.16481465,  7.50159105])"
20894,"array([13.12295655,  7.45756634])"
20895,"array([13.12044153,  7.46433946])"
20896,"array([13.12032157,  7.46502103])"
20897,"array([13.12292847,  7.46409438])"
20898,"array([13.1208888 ,  7.46172181])"
20899,"array([13.12355293,  7.45999713])"
20900,"array([13.1255038 ,  7.46225732])"
20901,"array([13.12373061,  7.45603378])"
20902,"array([13.12488974,  7.46233395])"
20903,"array([13.12542086,  7.45706941])"
20904,"array([13.12073499,  7.45844502])"
20905,"array([13.11926347,  7.45450516])"
20906,"array([13.11955466,  7.46195845])"
20907,"array([13.12586638,  7.45844335])"
20908,"array([13.12720613,  7.46452261])"
20909,"array([13.12434184,  7.45721131])"
20910,"array([13.12714968,  7.45438811])"
20911,"array([13.12674928,  7.45590302])"
20912,"array([13.12662411,  7.4579042 ])"
20913,"array([13.12737581,  7.45828842])"
20914,"array([13.11797662,  7.46525257])"
20915,"array([13.12869775,  7.45200536])"
20916,"array([13.12854373,  7.45835682])"
20917,"array([13.12479108,  7.46181387])"
20918,"array([13.12421048,  7.46084626])"
20919,"array([13.12736228,  7.45987427])"
20920,"array([13.12588404,  7.456987  ])"
20921,"array([13.12603884,  7.45801491])"
20922,"array([13.12540643,  7.460427  ])"
20923,"array([13.12567118,  7.46025257])"
20924,"array([13.1255685 ,  7.45696705])"
20925,"array([13.1216855 ,  7.46308168])"
20926,"array([13.12222711,  7.46232654])"
20927,"array([13.12112042,  7.46251057])"
20928,"array([13.11909398,  7.46267676])"
20929,"array([13.12401449,  7.46211295])"
20930,"array([13.18284988,  7.46282172])"
20931,"array([13.12120892,  7.46300755])"
20932,"array([13.12231361,  7.4642016 ])"
20933,"array([13.12347517,  7.46353999])"
20934,"array([13.12514434,  7.45500091])"
20935,"array([13.11604759,  7.45992296])"
20936,"array([13.12208196,  7.45591397])"
20937,"array([13.12372249,  7.45952915])"
20938,"array([13.11501928,  7.45895198])"
20939,"array([13.12281358,  7.45789683])"
20940,"array([13.12656652,  7.45915173])"
20941,"array([13.12243328,  7.45878424])"
20942,"array([13.12747181,  7.455741  ])"
20943,"array([13.11859977,  7.45783302])"
20944,"array([13.12125395,  7.46166402])"
20945,"array([13.11338931,  7.40252417])"
20946,"array([13.12023569,  7.45885559])"
20947,"array([13.12239642,  7.46418735])"
20948,"array([13.1219576 ,  7.45622602])"
20949,"array([13.12731619,  7.45484023])"
20950,"array([13.12438994,  7.45832098])"
20951,"array([13.12523609,  7.45743672])"
20952,"array([13.12369979,  7.45689045])"
20953,"array([13.12088632,  7.45800144])"
20954,"array([13.12728653,  7.46091512])"
20955,"array([13.12452466,  7.45782857])"
20956,"array([13.12594821,  7.4587159 ])"
20957,"array([13.1221835 ,  7.45536035])"
20958,"array([13.12530082,  7.45969004])"
20959,"array([13.12509506,  7.46038846])"
20960,"array([13.12680965,  7.45950624])"
20961,"array([13.12402875,  7.46254023])"
20962,"array([13.12233396,  7.45774886])"
20963,"array([13.1270744 ,  7.45780527])"
20964,"array([13.12286796,  7.46351525])"
20965,"array([13.12648016,  7.45653523])"
20966,"array([13.12203238,  7.46045628])"
20967,"array([13.12877419,  7.46043677])"
20968,"array([13.12380232,  7.46016189])"
20969,"array([13.12632755,  7.46094666])"
20970,"array([13.12711036,  7.46090374])"
20971,"array([13.12909952,  7.45762419])"
20972,"array([13.12478025,  7.46356779])"
20973,"array([13.12586489,  7.46036242])"
20974,"array([13.12060301,  7.45917282])"
20975,"array([13.12982104,  7.4583319 ])"
20976,"array([13.12778578,  7.45569308])"
20977,"array([13.12974743,  7.45800861])"
20978,"array([13.12791354,  7.45660719])"
20979,"array([13.1236246 ,  7.45975406])"
20980,"array([13.12777919,  7.45659994])"
20981,"array([13.12794968,  7.46071498])"
20982,"array([13.12701565,  7.45874428])"
20983,"array([13.12475716,  7.45787311])"
20984,"array([13.12878751,  7.45382976])"
20985,"array([13.12771838,  7.45779977])"
20986,"array([13.12548988,  7.45681411])"
20987,"array([13.12578203,  7.45680078])"
20988,"array([13.12562317,  7.45675648])"
20989,"array([13.12471634,  7.45683726])"
20990,"array([13.1233685 ,  7.45615665])"
20991,"array([13.12301816,  7.45562924])"
20992,"array([13.12435304,  7.45808305])"
20993,"array([13.12842717,  7.46105487])"
20994,"array([13.12395323,  7.45501127])"
20995,"array([13.12636178,  7.45880589])"
20996,"array([13.12276668,  7.46234962])"
20997,"array([13.12483854,  7.45887323])"
20998,"array([13.11908817,  7.45869179])"
20999,"array([13.12237829,  7.4578281 ])"
21000,"array([13.12185239,  7.46267823])"
21001,"array([13.12888819,  7.45339512])"
21002,"array([13.12171471,  7.45415913])"
21003,"array([13.12868068,  7.45509863])"
21004,"array([13.13168394,  7.45446124])"
21005,"array([13.12682568,  7.45716639])"
21006,"array([13.12778936,  7.4629635 ])"
21007,"array([13.12355894,  7.45739326])"
21008,"array([13.12656089,  7.45988814])"
21009,"array([13.12693241,  7.45517579])"
21010,"array([13.12726796,  7.45596827])"
21011,"array([13.12745739,  7.45557629])"
21012,"array([13.06521606,  7.45108028])"
21013,"array([13.15435922,  7.51117562])"
21014,"array([13.12233473,  7.46358712])"
21015,"array([13.124847  ,  7.45904007])"
21016,"array([13.12859325,  7.46193103])"
21017,"array([13.12083823,  7.45954032])"
21018,"array([13.12076023,  7.46337631])"
21019,"array([13.12499755,  7.45491998])"
21020,"array([13.12036694,  7.46197868])"
21021,"array([13.13562517,  7.45612374])"
21022,"array([13.12309216,  7.46094031])"
21023,"array([13.12268523,  7.46359895])"
21024,"array([13.11915102,  7.4596081 ])"
21025,"array([13.12156825,  7.45894381])"
21026,"array([13.15504199,  7.41173548])"
21027,"array([13.17467457,  7.48663791])"
21028,"array([13.12586961,  7.45982682])"
21029,"array([13.12649548,  7.45917595])"
21030,"array([13.12664916,  7.45334408])"
21031,"array([13.1250319 ,  7.45777629])"
21032,"array([13.12502949,  7.46118149])"
21033,"array([13.12752839,  7.4585175 ])"
21034,"array([13.12622226,  7.45861158])"
21035,"array([13.12930977,  7.4530201 ])"
21036,"array([13.12282314,  7.46254571])"
21037,"array([13.12475493,  7.46090953])"
21038,"array([13.12534918,  7.45744861])"
21039,"array([13.12437794,  7.45687654])"
21040,"array([13.12434371,  7.4626188 ])"
21041,"array([13.13007356,  7.46231779])"
21042,"array([13.12754387,  7.46161978])"
21043,"array([13.12580785,  7.46084669])"
21044,"array([13.12711929,  7.46070256])"
21045,"array([13.1223488,  7.4599366])"
21046,"array([13.12409782,  7.46249626])"
21047,"array([13.12672623,  7.46054598])"
21048,"array([13.12116732,  7.46318386])"
21049,"array([13.12561813,  7.46134453])"
21050,"array([13.12563489,  7.46277392])"
21051,"array([13.12545483,  7.46211433])"
21052,"array([13.12047157,  7.46314761])"
21053,"array([13.12415015,  7.46191756])"
21054,"array([13.12431028,  7.46140834])"
21055,"array([13.12358206,  7.4585205 ])"
21056,"array([13.11740647,  7.45966015])"
21057,"array([13.12386941,  7.4561472 ])"
21058,"array([13.12461815,  7.46116167])"
21059,"array([13.11580899,  7.46167723])"
21060,"array([13.12338272,  7.45541783])"
21061,"array([13.12428311,  7.45931934])"
21062,"array([13.12530926,  7.45781644])"
21063,"array([13.12493878,  7.45879381])"
21064,"array([13.1245325 ,  7.45844227])"
21065,"array([13.12455999,  7.4605028 ])"
21066,"array([13.12467893,  7.45711203])"
21067,"array([13.1244388,  7.457399 ])"
21068,"array([13.12704094,  7.45724537])"
21069,"array([13.12492946,  7.45937556])"
21070,"array([13.12458248,  7.45772906])"
21071,"array([13.12706979,  7.45504045])"
21072,"array([13.12529828,  7.45740208])"
21073,"array([13.12761826,  7.4598195 ])"
21074,"array([13.12569716,  7.45736571])"
21075,"array([13.12544662,  7.45810471])"
21076,"array([13.12539427,  7.46003515])"
21077,"array([13.12536032,  7.45849241])"
21078,"array([13.12401047,  7.45717257])"
21079,"array([13.1260843 ,  7.45505604])"
21080,"array([13.12654413,  7.45840131])"
21081,"array([13.12362396,  7.45734707])"
21082,"array([13.12551664,  7.45783479])"
21083,"array([13.12589283,  7.45935688])"
21084,"array([13.12436273,  7.45793822])"
21085,"array([13.12567067,  7.45779183])"
21086,"array([13.12567623,  7.45792199])"
21087,"array([13.12488416,  7.45650385])"
21088,"array([13.12697924,  7.45510067])"
21089,"array([13.12694009,  7.4587078 ])"
21090,"array([13.12604324,  7.45721418])"
21091,"array([13.12447559,  7.45609558])"
21092,"array([13.12558035,  7.45753673])"
21093,"array([13.12513189,  7.45718844])"
21094,"array([13.1252226 ,  7.45689765])"
21095,"array([13.12768736,  7.454471  ])"
21096,"array([13.12737927,  7.45544455])"
21097,"array([13.12458376,  7.45665596])"
21098,"array([13.12316109,  7.45912051])"
21099,"array([13.12554889,  7.45799907])"
21100,"array([13.12604969,  7.45678688])"
21101,"array([13.12565679,  7.45706846])"
21102,"array([13.12326856,  7.4571736 ])"
21103,"array([13.12588865,  7.45850817])"
21104,"array([13.1267274 ,  7.45621378])"
21105,"array([13.12507738,  7.45770777])"
21106,"array([13.12600542,  7.45671541])"
21107,"array([13.119825  ,  7.45931504])"
21108,"array([13.124929 ,  7.4570373])"
21109,"array([13.12390849,  7.4572211 ])"
21110,"array([13.12395301,  7.45736361])"
21111,"array([13.12393897,  7.45612538])"
21112,"array([13.12384874,  7.45636258])"
21113,"array([13.12430635,  7.45735034])"
21114,"array([13.12393571,  7.45833379])"
21115,"array([13.12522544,  7.45644605])"
21116,"array([13.12676196,  7.45488998])"
21117,"array([13.12751607,  7.45525876])"
21118,"array([13.12571364,  7.45704172])"
21119,"array([13.12683893,  7.45495879])"
21120,"array([13.12673549,  7.45706082])"
21121,"array([13.12302785,  7.45570457])"
21122,"array([13.12681853,  7.45708034])"
21123,"array([13.1251678,  7.4575658])"
21124,"array([13.12751465,  7.45543163])"
21125,"array([13.12690107,  7.45490464])"
21126,"array([13.12758281,  7.45533748])"
21127,"array([13.12629141,  7.45537554])"
21128,"array([13.12286134,  7.45801373])"
21129,"array([13.1228233 ,  7.45865908])"
21130,"array([13.12333943,  7.46524075])"
21131,"array([13.12173854,  7.45954218])"
21132,"array([13.12057858,  7.46147451])"
21133,"array([13.12149905,  7.46183715])"
21134,"array([13.12325536,  7.459283  ])"
21135,"array([13.12220208,  7.45980258])"
21136,"array([13.12386869,  7.45493796])"
21137,"array([13.12506025,  7.45595891])"
21138,"array([13.12183871,  7.45892672])"
21139,"array([13.12206181,  7.45922519])"
21140,"array([13.12625246,  7.45887748])"
21141,"array([13.12259848,  7.46451641])"
21142,"array([13.12268921,  7.46187452])"
21143,"array([13.12454241,  7.46317679])"
21144,"array([13.12290399,  7.45819551])"
21145,"array([13.12447169,  7.46734951])"
21146,"array([13.12093455,  7.46199278])"
21147,"array([13.12269106,  7.45264941])"
21148,"array([13.12235517,  7.45607419])"
21149,"array([13.12446087,  7.45679137])"
21150,"array([13.12503301,  7.45696163])"
21151,"array([13.12141798,  7.45619137])"
21152,"array([13.12371438,  7.45566152])"
21153,"array([13.12530377,  7.45506977])"
21154,"array([13.12208444,  7.4604012 ])"
21155,"array([13.12310902,  7.4569501 ])"
21156,"array([13.12542378,  7.45734542])"
21157,"array([13.12566765,  7.45616105])"
21158,"array([13.12289172,  7.46241358])"
21159,"array([13.12389225,  7.45767973])"
21160,"array([13.12582519,  7.46654339])"
21161,"array([13.12397615,  7.46135533])"
21162,"array([13.12274245,  7.4608481 ])"
21163,"array([13.12154592,  7.4567687 ])"
21164,"array([13.12199109,  7.45995967])"
21165,"array([13.12100112,  7.4598005 ])"
21166,"array([13.12169555,  7.45967477])"
21167,"array([13.12165015,  7.45571751])"
21168,"array([13.12484373,  7.46059365])"
21169,"array([13.12391178,  7.45670184])"
21170,"array([13.12792108,  7.45145576])"
21171,"array([13.12093524,  7.4581785 ])"
21172,"array([13.12803954,  7.45527906])"
21173,"array([13.12764311,  7.46458717])"
21174,"array([13.12700815,  7.46032169])"
21175,"array([13.12559257,  7.45962828])"
21176,"array([13.12726614,  7.45898023])"
21177,"array([13.12694495,  7.46006133])"
21178,"array([13.12129372,  7.45936099])"
21179,"array([13.12408986,  7.46098365])"
21180,"array([13.12575819,  7.46523966])"
21181,"array([13.12417576,  7.4599728 ])"
21182,"array([13.1254703 ,  7.46196452])"
21183,"array([13.12849379,  7.46872508])"
21184,"array([13.12303353,  7.46308538])"
21185,"array([13.12614078,  7.45745816])"
21186,"array([13.12528417,  7.45765498])"
21187,"array([13.12241931,  7.46118625])"
21188,"array([13.12276222,  7.4613782 ])"
21189,"array([13.1302132 ,  7.46009932])"
21190,"array([13.11878225,  7.46011213])"
21191,"array([13.12423606,  7.4573345 ])"
21192,"array([13.12968003,  7.46104496])"
21193,"array([13.12472498,  7.4655858 ])"
21194,"array([13.1228154 ,  7.46272342])"
21195,"array([13.12115304,  7.4618536 ])"
21196,"array([13.12595567,  7.45743344])"
21197,"array([13.12789057,  7.45983679])"
21198,"array([13.1224477,  7.4587011])"
21199,"array([13.11987924,  7.46147323])"
21200,"array([13.12192935,  7.45909405])"
21201,"array([13.12422094,  7.4630328 ])"
21202,"array([13.09498594,  7.51106392])"
21203,"array([13.09472574,  7.51028195])"
21204,"array([13.119911  ,  7.46005394])"
21205,"array([13.12372711,  7.45640604])"
21206,"array([13.12655532,  7.459367  ])"
21207,"array([13.12110125,  7.46037579])"
21208,"array([13.12260748,  7.45895295])"
21209,"array([13.12591233,  7.46696235])"
21210,"array([13.12640002,  7.47106914])"
21211,"array([13.12492683,  7.46062858])"
21212,"array([13.12180338,  7.45969736])"
21213,"array([13.12414931,  7.46288802])"
21214,"array([13.12353087,  7.46162416])"
21215,"array([13.12326679,  7.46183747])"
21216,"array([13.11941073,  7.46267767])"
