# index, as_id, _pos
24506,24506,"array([-2.91913917,  0.78231537])"
24507,41258,"array([-2.93913562,  0.79097133])"
24508,41259,"array([-2.93023463,  0.79359415])"
24509,24509,"array([-2.91798179,  0.77657766])"
24510,24510,"array([-2.90495349,  0.77970982])"
24511,24511,"array([-2.91493309,  0.78385931])"
24512,24512,"array([-2.91964899,  0.77626648])"
24513,24513,"array([-2.90650931,  0.77854514])"
24514,24514,"array([-2.9211886 ,  0.78161929])"
24515,24515,"array([-2.91781266,  0.7832597 ])"
24516,41260,"array([-2.93993564,  0.80120136])"
24517,24517,"array([-2.90870381,  0.78056872])"
24518,24518,"array([-2.92575026,  0.77568451])"
24519,24519,"array([-2.91783184,  0.78140292])"
24520,24520,"array([-2.92381787,  0.78111021])"
24521,24521,"array([-2.92530461,  0.77640598])"
24522,24522,"array([-2.92379217,  0.78035874])"
24523,24523,"array([-2.92387494,  0.77667047])"
24524,24524,"array([-2.9206532 ,  0.78164043])"
24525,24525,"array([-2.92626482,  0.77302986])"
24526,24526,"array([-2.92345381,  0.77819884])"
24527,24527,"array([-2.92499382,  0.77723988])"
24528,24528,"array([-2.92506982,  0.77775716])"
24529,64626,"array([-2.91659665,  0.79245179])"
24530,24530,"array([-2.92405571,  0.77738373])"
24531,24531,"array([-2.92028581,  0.78161814])"
24532,24532,"array([-2.92234634,  0.78347744])"
24533,24533,"array([-2.92446618,  0.77684835])"
24534,24534,"array([-2.92326873,  0.78043838])"
24535,24535,"array([-2.9231738 ,  0.77823865])"
24536,24536,"array([-2.9239425 ,  0.78139325])"
24537,43253,"array([-2.93461701,  0.81111575])"
24538,24538,"array([-2.92515897,  0.7872609 ])"
24539,24539,"array([-2.91657216,  0.78476611])"
24540,24540,"array([-2.92127392,  0.77572496])"
24541,24541,"array([-2.90929772,  0.77466005])"
24542,24542,"array([-2.90528439,  0.78067832])"
24543,24543,"array([-2.90930757,  0.78144176])"
24544,43254,"array([-2.92372777,  0.80000263])"
24545,24545,"array([-2.91535422,  0.78920295])"
24546,24546,"array([-2.91563051,  0.785325  ])"
24547,24547,"array([-2.92033653,  0.7847028 ])"
24548,24548,"array([-2.90364763,  0.77790475])"
24549,41264,"array([-2.92161037,  0.79599744])"
24550,41265,"array([-2.92111156,  0.79970206])"
24551,24551,"array([-2.92222823,  0.77963383])"
24552,24552,"array([-2.9182662 ,  0.78711828])"
24553,24553,"array([-2.91313368,  0.78775313])"
24554,24554,"array([-2.91739988,  0.7832864 ])"
24555,41266,"array([-2.93900761,  0.81291468])"
24556,24556,"array([-2.92630293,  0.7796742 ])"
24557,24557,"array([-2.91091245,  0.78604984])"
24558,24558,"array([-2.91789601,  0.78376335])"
24559,24559,"array([-2.92915953,  0.78253097])"
24560,41267,"array([-2.92694703,  0.80834405])"
24561,41268,"array([-2.93847104,  0.78655926])"
24562,43255,"array([-2.93055673,  0.80044358])"
24563,41270,"array([-2.93584109,  0.78937322])"
24564,24564,"array([-2.92626659,  0.77929382])"
24565,43920,"array([-2.94060309,  0.81083583])"
24566,41272,"array([-2.92557101,  0.80632314])"
24567,24567,"array([-2.92623328,  0.78250538])"
24568,24568,"array([-2.91946979,  0.78834475])"
24569,41273,"array([-2.91948467,  0.81164267])"
24570,24570,"array([-2.91163931,  0.78493292])"
24571,24571,"array([-2.91719439,  0.78524429])"
24572,24572,"array([-2.9204953 ,  0.78903943])"
24573,24573,"array([-2.92202824,  0.77570967])"
24574,24574,"array([-2.91858538,  0.78899099])"
24575,24575,"array([-2.92632728,  0.77813176])"
24576,43674,"array([-2.94076465,  0.81466447])"
24577,41275,"array([-2.93424175,  0.79534727])"
24578,41276,"array([-2.92400365,  0.79721474])"
24579,24579,"array([-2.94390241,  0.79628972])"
24580,24580,"array([-2.93287687,  0.79916212])"
24581,41277,"array([-2.93375643,  0.80155863])"
24582,24582,"array([-2.92782508,  0.80273354])"
24583,41278,"array([-2.94379988,  0.80205272])"
24584,24584,"array([-2.9282111 ,  0.79178155])"
24585,24585,"array([-2.92544298,  0.80124572])"
24586,24586,"array([-2.92474629,  0.79857796])"
24587,24587,"array([-2.92329125,  0.79663758])"
24588,24588,"array([-2.93756694,  0.7847085 ])"
24589,24589,"array([-2.94450445,  0.79287014])"
24590,24590,"array([-2.93145425,  0.80587113])"
24591,24591,"array([-2.93283414,  0.79481264])"
24592,24592,"array([-2.92419656,  0.80208177])"
24593,24593,"array([-2.94173745,  0.80541905])"
24594,41279,"array([-2.93721436,  0.7898301 ])"
24595,41280,"array([-2.94246135,  0.79768899])"
24596,41281,"array([-2.92402936,  0.80597936])"
24597,24597,"array([-2.94000218,  0.80948601])"
24598,24598,"array([-2.9275652 ,  0.80294455])"
24599,24599,"array([-2.93485447,  0.79281363])"
24600,24600,"array([-2.92458349,  0.79104937])"
24601,24601,"array([-2.93833773,  0.79492378])"
24602,41282,"array([-2.92383424,  0.80491224])"
24603,41283,"array([-2.95065628,  0.80206049])"
24604,24604,"array([-2.92318636,  0.79223438])"
24605,24605,"array([-2.92698243,  0.78808456])"
24606,24606,"array([-2.928226  ,  0.79835825])"
24607,24607,"array([-2.93812341,  0.80061564])"
24608,24608,"array([-2.92472186,  0.79238849])"
24609,24609,"array([-2.94210538,  0.80113032])"
24610,24610,"array([-2.95131623,  0.80430779])"
24611,24611,"array([-2.92647202,  0.79805663])"
24612,24612,"array([-2.93561386,  0.78663846])"
24613,41284,"array([-2.93128624,  0.78385813])"
24614,41285,"array([-2.94347638,  0.80028154])"
24615,41286,"array([-2.92960375,  0.80031683])"
24616,41287,"array([-2.92616448,  0.80148151])"
24617,41288,"array([-2.9478971 ,  0.80453874])"
24618,41289,"array([-2.93205905,  0.79659576])"
24619,24619,"array([-2.93907801,  0.81023621])"
24620,24620,"array([-2.94015828,  0.7939024 ])"
24621,24621,"array([-2.93783821,  0.80307492])"
24622,43258,"array([-2.94311859,  0.80215043])"
24623,41291,"array([-2.9255148 ,  0.80477652])"
24624,24624,"array([-2.93490747,  0.79964681])"
24625,24625,"array([-2.92734064,  0.79342186])"
24626,24626,"array([-2.93830205,  0.78848285])"
24627,24627,"array([-2.92026135,  0.79174995])"
24628,41292,"array([-2.9192809 ,  0.82041416])"
24629,24629,"array([-2.93242685,  0.80970596])"
24630,41293,"array([-2.92855737,  0.80278245])"
24631,24631,"array([-2.92914477,  0.77791575])"
24632,24632,"array([-2.92604286,  0.80269166])"
24633,41294,"array([-2.92520498,  0.80049877])"
24634,24634,"array([-2.92343296,  0.79009981])"
24635,24635,"array([-2.92702832,  0.79576975])"
24636,24636,"array([-2.93551003,  0.80028861])"
24637,24637,"array([-2.92310377,  0.79999877])"
24638,24638,"array([-2.9333403 ,  0.79250179])"
24639,24639,"array([-2.92067127,  0.80357307])"
24640,24640,"array([-2.92319869,  0.79960692])"
24641,24641,"array([-2.9290588 ,  0.80848739])"
24642,24642,"array([-2.9223478 ,  0.79414626])"
24643,41295,"array([-2.92130204,  0.82207151])"
24644,41296,"array([-2.93044767,  0.78014361])"
24645,24645,"array([-2.93671485,  0.79867869])"
24646,41297,"array([-2.93393655,  0.80987053])"
24647,24647,"array([-2.92950043,  0.80313664])"
24648,41298,"array([-2.92859801,  0.79886192])"
24649,24649,"array([-2.91593601,  0.81830609])"
24650,24650,"array([-2.92688183,  0.79387129])"
24651,24651,"array([-2.93604865,  0.79459818])"
24652,24652,"array([-2.92292532,  0.79126046])"
24653,41299,"array([-2.93379406,  0.81314193])"
24654,24654,"array([-2.92601505,  0.804717  ])"
24655,24655,"array([-2.93149234,  0.79562657])"
24656,24656,"array([-2.93162246,  0.80879107])"
24657,24657,"array([-2.92575062,  0.79713381])"
24658,24658,"array([-2.94174392,  0.78867409])"
24659,24659,"array([-2.93320896,  0.77394607])"
24660,41300,"array([-2.93758422,  0.78849084])"
24661,24661,"array([-2.9289545 ,  0.79041798])"
24662,41301,"array([-2.91928482,  0.81370581])"
24663,24663,"array([-2.93772504,  0.79415639])"
24664,24664,"array([-2.94382753,  0.79838392])"
24665,24665,"array([-2.93867414,  0.780228  ])"
24666,24666,"array([-2.92572266,  0.79181591])"
24667,24667,"array([-2.93102493,  0.78098871])"
24668,41302,"array([-2.93606803,  0.7830668 ])"
24669,41303,"array([-2.93098892,  0.78246396])"
24670,64999,"array([-2.92641966,  0.80040748])"
24671,24671,"array([-2.93339979,  0.80719331])"
24672,24672,"array([-2.93106517,  0.79417773])"
24673,24673,"array([-2.92043627,  0.80109452])"
24674,24674,"array([-2.92645343,  0.80198584])"
24675,24675,"array([-2.92816445,  0.7926269 ])"
24676,41305,"array([-2.94673804,  0.80755414])"
24677,41306,"array([-2.92649784,  0.78853562])"
24678,24678,"array([-2.92386445,  0.79706716])"
24679,24679,"array([-2.92696731,  0.80013788])"
24680,41307,"array([-2.92830565,  0.79244691])"
24681,24681,"array([-2.94217507,  0.80253137])"
24682,43260,"array([-2.93041242,  0.77956558])"
24683,24683,"array([-2.93511022,  0.7875112 ])"
24684,24684,"array([-2.93880841,  0.79426957])"
24685,24685,"array([-2.94672659,  0.80041636])"
24686,41309,"array([-2.93972065,  0.81249909])"
24687,41310,"array([-2.93787391,  0.78616324])"
24688,41311,"array([-2.93471338,  0.78676033])"
24689,24689,"array([-2.93544016,  0.7879065 ])"
24690,24690,"array([-2.92901027,  0.81168493])"
24691,24691,"array([-2.92369677,  0.78908131])"
24692,24692,"array([-2.92625973,  0.79757853])"
24693,24693,"array([-2.92662428,  0.81171271])"
24694,24694,"array([-2.92073423,  0.79857779])"
24695,41312,"array([-2.93371562,  0.81084   ])"
24696,41313,"array([-2.92505558,  0.81327145])"
24697,24697,"array([-2.94333995,  0.79660604])"
24698,24698,"array([-2.92340202,  0.80717194])"
24699,24699,"array([-2.93710605,  0.78823335])"
24700,41314,"array([-2.93810672,  0.81506423])"
24701,41315,"array([-2.94301925,  0.80733422])"
24702,41316,"array([-2.94814666,  0.80416675])"
24703,24703,"array([-2.94931074,  0.80041937])"
24704,24704,"array([-2.92376095,  0.820411  ])"
24705,24705,"array([-2.92844002,  0.79576638])"
24706,24706,"array([-2.93104985,  0.78071875])"
24707,41317,"array([-2.94449665,  0.80405682])"
24708,24708,"array([-2.93067686,  0.80499035])"
24709,24709,"array([-2.9296781 ,  0.80466879])"
24710,24710,"array([-2.94754364,  0.79790534])"
24711,24711,"array([-2.92288157,  0.8036897 ])"
24712,24712,"array([-2.92408695,  0.81345283])"
24713,24713,"array([-2.93118183,  0.78871095])"
24714,41318,"array([-2.93240554,  0.80459304])"
24715,24715,"array([-2.92431359,  0.81362341])"
24716,41319,"array([-2.93274726,  0.80843329])"
24717,24717,"array([-2.93014135,  0.8007766 ])"
24718,24718,"array([-2.92013733,  0.81479538])"
24719,24719,"array([-2.92104248,  0.81939469])"
24720,24720,"array([-2.9216226 ,  0.79614114])"
24721,24721,"array([-2.93788411,  0.78569886])"
24722,24722,"array([-2.93352789,  0.78635151])"
24723,41320,"array([-2.94924449,  0.79462639])"
24724,24724,"array([-2.93316995,  0.80748304])"
24725,43261,"array([-2.94359256,  0.80537693])"
24726,24726,"array([-2.93923801,  0.80191562])"
24727,24727,"array([-2.93923253,  0.80668657])"
24728,41322,"array([-2.94004767,  0.81594032])"
24729,24729,"array([-2.91898536,  0.79327953])"
24730,24730,"array([-2.92224637,  0.79577069])"
24731,24731,"array([-2.91933548,  0.78134362])"
24732,24732,"array([-2.93542078,  0.80873218])"
24733,24733,"array([-2.94679457,  0.80408355])"
24734,24734,"array([-2.93560856,  0.80498736])"
24735,24735,"array([-2.92668018,  0.79031881])"
24736,41323,"array([-2.934342  ,  0.78878098])"
24737,24737,"array([-2.92670289,  0.7995448 ])"
24738,24738,"array([-2.93984136,  0.8116324 ])"
24739,24739,"array([-2.93341024,  0.79340226])"
24740,24740,"array([-2.93506825,  0.80946559])"
24741,41324,"array([-2.93118832,  0.78156029])"
24742,24742,"array([-2.92616927,  0.79428688])"
24743,24743,"array([-2.9291283 ,  0.79705988])"
24744,24744,"array([-2.92759867,  0.80727263])"
24745,41325,"array([-2.93366507,  0.8021016 ])"
24746,43830,"array([-2.92562093,  0.80658763])"
24747,24747,"array([-2.9293641 ,  0.80290908])"
24748,24748,"array([-2.94013051,  0.80890457])"
24749,24749,"array([-2.92814309,  0.80098471])"
24750,24750,"array([-2.92457404,  0.81113688])"
24751,24751,"array([-2.92997032,  0.79039173])"
24752,24752,"array([-2.92695133,  0.78838874])"
24753,24753,"array([-2.92665116,  0.7964688 ])"
24754,41327,"array([-2.9373841 ,  0.79697817])"
24755,24755,"array([-2.93034524,  0.80868028])"
24756,24756,"array([-2.93637983,  0.80612143])"
24757,24757,"array([-2.92568863,  0.79064765])"
24758,24758,"array([-2.94003612,  0.79166266])"
24759,43263,"array([-2.93434628,  0.79562616])"
24760,41329,"array([-2.93813944,  0.78278854])"
24761,41330,"array([-2.94288238,  0.7802924 ])"
24762,24762,"array([-2.93294353,  0.79086449])"
24763,24763,"array([-2.92017074,  0.7976644 ])"
24764,24764,"array([-2.93262677,  0.79745635])"
24765,24765,"array([-2.92533511,  0.79576839])"
24766,24766,"array([-2.93088653,  0.79862283])"
24767,24767,"array([-2.9366477 ,  0.78644294])"
24768,41331,"array([-2.92130839,  0.82587211])"
24769,24769,"array([-2.93567254,  0.7938695 ])"
24770,24770,"array([-2.92275998,  0.81241673])"
24771,24771,"array([-2.93137903,  0.80218265])"
24772,24772,"array([-2.92074463,  0.79601629])"
24773,24773,"array([-2.92769564,  0.80046285])"
24774,24774,"array([-2.92957646,  0.79928111])"
24775,24775,"array([-2.9269916 ,  0.79170501])"
24776,24776,"array([-2.92217189,  0.8004673 ])"
24777,24777,"array([-2.92768518,  0.80314086])"
24778,24778,"array([-2.92195533,  0.79624002])"
24779,43831,"array([-2.93014441,  0.81789384])"
24780,24780,"array([-2.93038488,  0.80408118])"
24781,24781,"array([-2.92861615,  0.79781378])"
24782,41333,"array([-2.94239577,  0.80281781])"
24783,24783,"array([-2.93722857,  0.78770516])"
24784,24784,"array([-2.92517183,  0.79182993])"
24785,24785,"array([-2.92651779,  0.79425835])"
24786,24786,"array([-2.91910035,  0.80317703])"
24787,24787,"array([-2.93665502,  0.78286647])"
24788,41334,"array([-2.92678649,  0.80483628])"
24789,24789,"array([-2.94043536,  0.7897656 ])"
24790,41335,"array([-2.93770591,  0.80741039])"
24791,24791,"array([-2.93911841,  0.80703613])"
24792,24792,"array([-2.92948664,  0.80422173])"
24793,24793,"array([-2.92452121,  0.79410451])"
24794,24794,"array([-2.92819505,  0.81043586])"
24795,24795,"array([-2.92798259,  0.80144655])"
24796,24796,"array([-2.92459338,  0.80665226])"
24797,41336,"array([-2.93262535,  0.8133293 ])"
24798,41337,"array([-2.93670548,  0.79029886])"
24799,24799,"array([-2.93357656,  0.79984287])"
24800,41338,"array([-2.94527438,  0.80233044])"
24801,41339,"array([-2.94117216,  0.79148608])"
24802,24802,"array([-2.92852398,  0.80324025])"
24803,41340,"array([-2.93081329,  0.78526581])"
24804,41341,"array([-2.93255589,  0.79161958])"
24805,24805,"array([-2.93358576,  0.80360809])"
24806,24806,"array([-2.9255586 ,  0.80544265])"
24807,41342,"array([-2.9274026 ,  0.79727271])"
24808,41343,"array([-2.92330037,  0.80321578])"
24809,24809,"array([-2.92937802,  0.78984429])"
24810,24810,"array([-2.93679103,  0.78820197])"
24811,41344,"array([-2.94028994,  0.7815657 ])"
24812,24812,"array([-2.92509098,  0.78805058])"
24813,41345,"array([-2.92444261,  0.79262783])"
24814,24814,"array([-2.92520372,  0.78917794])"
24815,43678,"array([-2.93949031,  0.79553387])"
24816,24816,"array([-2.9254583 ,  0.80316735])"
24817,24817,"array([-2.92846291,  0.80683416])"
24818,24818,"array([-2.93183968,  0.79732453])"
24819,24819,"array([-2.93110926,  0.7872748 ])"
24820,24820,"array([-2.95110391,  0.80477337])"
24821,43266,"array([-2.93117251,  0.8046352 ])"
24822,24822,"array([-2.93154636,  0.8068236 ])"
24823,24823,"array([-2.93737226,  0.7891168 ])"
24824,24824,"array([-2.93094522,  0.80571048])"
24825,24825,"array([-2.93493843,  0.79719693])"
24826,41348,"array([-2.93641917,  0.80320606])"
24827,24827,"array([-2.93420303,  0.7741679 ])"
24828,24828,"array([-2.92457006,  0.80464617])"
24829,24829,"array([-2.93317648,  0.79196608])"
24830,24830,"array([-2.93211709,  0.79955271])"
24831,41349,"array([-2.93627389,  0.79386393])"
24832,24832,"array([-2.93640198,  0.78990344])"
24833,41350,"array([-2.94010413,  0.79946359])"
24834,24834,"array([-2.93745928,  0.79542064])"
24835,24835,"array([-2.92404536,  0.78168285])"
24836,24836,"array([-2.93124175,  0.7989297 ])"
24837,24837,"array([-2.93759415,  0.7842034 ])"
24838,24838,"array([-2.93082674,  0.79413401])"
24839,24839,"array([-2.92623664,  0.81323206])"
24840,24840,"array([-2.92561907,  0.79813784])"
24841,24841,"array([-2.92413918,  0.79862883])"
24842,24842,"array([-2.92814743,  0.79359074])"
24843,43679,"array([-2.93878873,  0.81624133])"
24844,24844,"array([-2.92781858,  0.80030434])"
24845,24845,"array([-2.9285602 ,  0.79482178])"
24846,24846,"array([-2.94263139,  0.78529318])"
24847,24847,"array([-2.92927549,  0.80244832])"
24848,24848,"array([-2.93832398,  0.80326892])"
24849,24849,"array([-2.92420513,  0.79415079])"
24850,24850,"array([-2.93847595,  0.79354396])"
24851,24851,"array([-2.92221887,  0.79844253])"
24852,41352,"array([-2.92936391,  0.80768634])"
24853,24853,"array([-2.92838043,  0.78953117])"
24854,41353,"array([-2.92096784,  0.81179947])"
24855,41354,"array([-2.92687599,  0.78924181])"
24856,24856,"array([-2.92878816,  0.79655626])"
24857,24857,"array([-2.94362978,  0.7956565 ])"
24858,24858,"array([-2.91802615,  0.81313299])"
24859,41355,"array([-2.92678947,  0.80081203])"
24860,24860,"array([-2.92615597,  0.79790416])"
24861,24861,"array([-2.92851214,  0.80372982])"
24862,24862,"array([-2.92807935,  0.79306367])"
24863,24863,"array([-2.92220299,  0.78476902])"
24864,24864,"array([-2.92318043,  0.80439116])"
24865,24865,"array([-2.92821825,  0.79105244])"
24866,41356,"array([-2.93691493,  0.80960991])"
24867,24867,"array([-2.92191896,  0.80341712])"
24868,24868,"array([-2.92399346,  0.8023579 ])"
24869,24869,"array([-2.92611012,  0.80364818])"
24870,24870,"array([-2.94112708,  0.79553659])"
24871,24871,"array([-2.92250153,  0.80263313])"
24872,24872,"array([-2.93826367,  0.80209414])"
24873,24873,"array([-2.94056077,  0.79072267])"
24874,24874,"array([-2.92707179,  0.7955778 ])"
24875,24875,"array([-2.92262876,  0.79707666])"
24876,41357,"array([-2.92063494,  0.80113445])"
24877,41358,"array([-2.93712901,  0.80765925])"
24878,41359,"array([-2.92770445,  0.81163661])"
24879,24879,"array([-2.94069919,  0.80882899])"
24880,24880,"array([-2.92134219,  0.79990225])"
24881,24881,"array([-2.94798151,  0.79736755])"
24882,24882,"array([-2.94253845,  0.80248025])"
24883,41360,"array([-2.94053604,  0.80091778])"
24884,24884,"array([-2.93130286,  0.79799424])"
24885,24885,"array([-2.92329481,  0.80981639])"
24886,41361,"array([-2.9283905 ,  0.79995732])"
24887,24887,"array([-2.91799362,  0.80421237])"
24888,41362,"array([-2.9263821 ,  0.79050102])"
24889,24889,"array([-2.92782932,  0.79991759])"
24890,24890,"array([-2.92651176,  0.79269302])"
24891,24891,"array([-2.93430924,  0.7761786 ])"
24892,41363,"array([-2.92625504,  0.80844853])"
24893,24893,"array([-2.94118995,  0.80128448])"
24894,24894,"array([-2.92201132,  0.80218609])"
24895,41364,"array([-2.92187906,  0.80402665])"
24896,24896,"array([-2.94461796,  0.80284576])"
24897,24897,"array([-2.91921005,  0.79284415])"
24898,41365,"array([-2.92061375,  0.79664062])"
24899,43268,"array([-2.93028644,  0.78972712])"
24900,24900,"array([-2.93153541,  0.79839726])"
24901,41367,"array([-2.92466956,  0.79045081])"
24902,41368,"array([-2.92405869,  0.80819909])"
24903,41369,"array([-2.92914005,  0.78991324])"
24904,24904,"array([-2.92379039,  0.80885785])"
24905,24905,"array([-2.928131  ,  0.79586687])"
24906,24906,"array([-2.93914383,  0.81174991])"
24907,24907,"array([-2.93620072,  0.79844637])"
24908,24908,"array([-2.92883943,  0.80880373])"
24909,24909,"array([-2.9306896 ,  0.80231285])"
24910,24910,"array([-2.92145837,  0.80115404])"
24911,24911,"array([-2.93169493,  0.81321009])"
24912,43269,"array([-2.92261464,  0.82678344])"
24913,24913,"array([-2.93952962,  0.78797512])"
24914,24914,"array([-2.92615876,  0.82347106])"
24915,24915,"array([-2.92761791,  0.80173637])"
24916,24916,"array([-2.9258388 ,  0.79492296])"
24917,41371,"array([-2.93188205,  0.78461579])"
24918,41372,"array([-2.93610404,  0.79635992])"
24919,24919,"array([-2.93069523,  0.79341202])"
24920,24920,"array([-2.93095024,  0.79981938])"
24921,24921,"array([-2.94940345,  0.79140992])"
24922,24922,"array([-2.9344219 ,  0.77890362])"
24923,24923,"array([-2.94045427,  0.78653818])"
24924,24924,"array([-2.94033595,  0.7917204 ])"
24925,24925,"array([-2.93456062,  0.78545489])"
24926,24926,"array([-2.93102886,  0.80041539])"
24927,41373,"array([-2.9285956 ,  0.79009061])"
24928,24928,"array([-2.93824608,  0.81079903])"
24929,41374,"array([-2.93167696,  0.78127535])"
24930,41375,"array([-2.93733325,  0.80040721])"
24931,24931,"array([-2.92290927,  0.79667774])"
24932,24932,"array([-2.95105629,  0.80170561])"
24933,24933,"array([-2.92354275,  0.79823451])"
24934,24934,"array([-2.93297243,  0.80289401])"
24935,43270,"array([-2.92265866,  0.79787155])"
24936,24936,"array([-2.93818298,  0.79163421])"
24937,24937,"array([-2.94288035,  0.8025068 ])"
24938,24938,"array([-2.9250969 ,  0.80316504])"
24939,24939,"array([-2.93330152,  0.80109538])"
24940,24940,"array([-2.92535131,  0.79668612])"
24941,41377,"array([-2.93751897,  0.79037717])"
24942,24942,"array([-2.94581339,  0.80512899])"
24943,41378,"array([-2.92132059,  0.81961029])"
24944,24944,"array([-2.93584474,  0.77685669])"
24945,24945,"array([-2.94014008,  0.79855483])"
24946,24946,"array([-2.94555217,  0.79455519])"
24947,41379,"array([-2.92128577,  0.80350176])"
24948,41380,"array([-2.92647034,  0.79031328])"
24949,24949,"array([-2.92877799,  0.79060637])"
24950,24950,"array([-2.92686634,  0.81240292])"
24951,24951,"array([-2.92058437,  0.7968179 ])"
24952,24952,"array([-2.9260605 ,  0.79438941])"
24953,24953,"array([-2.92312952,  0.79980538])"
24954,24954,"array([-2.92021165,  0.79675986])"
24955,24955,"array([-2.93733587,  0.7856954 ])"
24956,24956,"array([-2.92671344,  0.79919932])"
24957,24957,"array([-2.92940204,  0.79332499])"
24958,24958,"array([-2.92266163,  0.79960088])"
24959,24959,"array([-2.92983551,  0.7917063 ])"
24960,24960,"array([-2.9394963 ,  0.78917766])"
24961,24961,"array([-2.92684186,  0.79670936])"
24962,24962,"array([-2.93873041,  0.80243155])"
24963,24963,"array([-2.92107974,  0.79612203])"
24964,24964,"array([-2.92538984,  0.81218275])"
24965,41381,"array([-2.92867491,  0.80406421])"
24966,43271,"array([-2.92657769,  0.80475003])"
24967,41383,"array([-2.9194781 ,  0.79351001])"
24968,41384,"array([-2.92563494,  0.81019626])"
24969,24969,"array([-2.93191732,  0.79036217])"
24970,41385,"array([-2.93695942,  0.80387589])"
24971,24971,"array([-2.9261843 ,  0.80416238])"
24972,41386,"array([-2.92342999,  0.79356706])"
24973,24973,"array([-2.92410623,  0.80132531])"
24974,24974,"array([-2.9226543 ,  0.79398542])"
24975,24975,"array([-2.92509057,  0.80525697])"
24976,24976,"array([-2.92773676,  0.79177071])"
24977,24977,"array([-2.91816106,  0.80498926])"
24978,24978,"array([-2.92903091,  0.79628865])"
24979,43272,"array([-2.93270226,  0.81961369])"
24980,41388,"array([-2.91927123,  0.81245192])"
24981,24981,"array([-2.93975628,  0.79588642])"
24982,24982,"array([-2.9261974 ,  0.78644865])"
24983,41389,"array([-2.93629351,  0.79241518])"
24984,24984,"array([-2.93725482,  0.7993646 ])"
24985,24985,"array([-2.9359065 ,  0.80497839])"
24986,24986,"array([-2.9500832 ,  0.79904592])"
24987,41390,"array([-2.94365504,  0.79221904])"
24988,24988,"array([-2.9467528 ,  0.80001668])"
24989,24989,"array([-2.9249749,  0.7972635])"
24990,24990,"array([-2.92530868,  0.79377901])"
24991,24991,"array([-2.92712633,  0.81570446])"
24992,24992,"array([-2.9330928 ,  0.80937548])"
24993,24993,"array([-2.92525946,  0.80542987])"
24994,24994,"array([-2.92976363,  0.80424837])"
24995,24995,"array([-2.94124769,  0.80408661])"
24996,24996,"array([-2.92647302,  0.79230007])"
24997,24997,"array([-2.93746273,  0.77792719])"
24998,24998,"array([-2.93145497,  0.80044813])"
24999,24999,"array([-2.94893698,  0.7956149 ])"
25000,41391,"array([-2.92779545,  0.80290818])"
25001,25001,"array([-2.9421512 ,  0.77963086])"
25002,25002,"array([-2.93066382,  0.80575482])"
25003,25003,"array([-2.92727749,  0.78425352])"
25004,65000,"array([-2.91412373,  0.80670523])"
25005,25005,"array([-2.92375581,  0.80697395])"
25006,25006,"array([-2.92656272,  0.79441633])"
25007,25007,"array([-2.92981139,  0.80156833])"
25008,25008,"array([-2.93613643,  0.78719484])"
25009,41393,"array([-2.92126555,  0.79884869])"
25010,41394,"array([-2.92797503,  0.78547498])"
25011,25011,"array([-2.92848144,  0.80423502])"
25012,25012,"array([-2.92818991,  0.80244461])"
25013,25013,"array([-2.92954486,  0.79292223])"
25014,41395,"array([-2.918713  ,  0.81236321])"
25015,41396,"array([-2.92535677,  0.79899857])"
25016,41397,"array([-2.91884582,  0.81159272])"
25017,25017,"array([-2.92916298,  0.80686927])"
25018,25018,"array([-2.95092666,  0.80346078])"
25019,25019,"array([-2.91791214,  0.78000248])"
25020,25020,"array([-2.92819729,  0.80924913])"
25021,25021,"array([-2.92507153,  0.79863182])"
25022,25022,"array([-2.92166633,  0.79964608])"
25023,25023,"array([-2.93386373,  0.81406405])"
25024,25024,"array([-2.92482764,  0.79692025])"
25025,25025,"array([-2.93761924,  0.78616487])"
25026,25026,"array([-2.92068314,  0.80076789])"
25027,25027,"array([-2.92410917,  0.79143099])"
25028,25028,"array([-2.92880452,  0.79004007])"
25029,25029,"array([-2.94482977,  0.80229162])"
25030,43681,"array([-2.93915365,  0.81489293])"
25031,25031,"array([-2.9232807 ,  0.79296875])"
25032,41399,"array([-2.92528496,  0.80356372])"
25033,41400,"array([-2.92683728,  0.8031689 ])"
25034,25034,"array([-2.92911765,  0.80609057])"
25035,25035,"array([-2.93683379,  0.77896602])"
25036,25036,"array([-2.92447575,  0.80693261])"
25037,25037,"array([-2.9355532 ,  0.79535176])"
25038,25038,"array([-2.92639675,  0.79640423])"
25039,25039,"array([-2.92371901,  0.79980892])"
25040,25040,"array([-2.92446764,  0.8029515 ])"
25041,25041,"array([-2.9214306 ,  0.79605193])"
25042,25042,"array([-2.91993096,  0.80200558])"
25043,41401,"array([-2.93089685,  0.78779363])"
25044,41402,"array([-2.92635576,  0.80616541])"
25045,25045,"array([-2.93248609,  0.81092877])"
25046,25046,"array([-2.92734463,  0.78499078])"
25047,41403,"array([-2.9446973 ,  0.78278053])"
25048,25048,"array([-2.9226838 ,  0.79883263])"
25049,25049,"array([-2.92829479,  0.79515237])"
25050,25050,"array([-2.92850469,  0.78927028])"
25051,41404,"array([-2.92887942,  0.81733101])"
25052,41405,"array([-2.91923016,  0.80511118])"
25053,25053,"array([-2.92648419,  0.80281178])"
25054,25054,"array([-2.92666839,  0.79567314])"
25055,25055,"array([-2.93872   ,  0.80922115])"
25056,25056,"array([-2.92715643,  0.8060496 ])"
