# index, meta, _pos
16259,1153586,"array([-10.8077262 ,  -2.53878607])"
16260,566856,"array([-10.8493036 ,  -2.53445069])"
16261,1115346,"array([-10.87893338,  -2.5363774 ])"
16262,1120962,"array([-10.8809472 ,  -2.52629852])"
16263,196682,"array([-10.87871746,  -2.58522657])"
16264,1152668,"array([-10.80952196,  -2.57397394])"
16265,243766,"array([-10.84429072,  -2.52385618])"
16266,25035,"array([-10.81151109,  -2.53941748])"
16267,774821,"array([-10.86529999,  -2.59630513])"
16268,631634,"array([-10.86998318,  -2.59547982])"
16269,72151,"array([-10.86683387,  -2.56802336])"
16270,1103281,"array([-10.82135417,  -2.51358232])"
16271,134723,"array([-10.83544582,  -2.51451482])"
16272,1107926,"array([-10.86014488,  -2.50278059])"
16273,1112301,"array([-10.87466139,  -2.55159219])"
16274,58976,"array([-10.84030543,  -2.51987635])"
16275,742252,"array([-10.83356672,  -2.54597249])"
16276,1129354,"array([-10.84700993,  -2.49933065])"
16277,1104561,"array([-10.87389093,  -2.5612723 ])"
16278,1154427,"array([-10.82686614,  -2.56856786])"
16279,97575,"array([-10.82448077,  -2.56794858])"
16280,306979,"array([-10.83774888,  -2.57541848])"
16281,423863,"array([-10.84554577,  -2.52047462])"
16282,267643,"array([-10.84148052,  -2.54741609])"
16283,864070,"array([-10.8131498,  -2.564409 ])"
16284,1133126,"array([-10.81614945,  -2.5234953 ])"
16285,906731,"array([-10.84815031,  -2.59087327])"
16286,4399,"array([-10.79939337,  -2.53186521])"
16287,28632,"array([-10.87501695,  -2.5260236 ])"
16288,734880,"array([-10.82373724,  -2.57581698])"
16289,741992,"array([-10.8212396 ,  -2.58655331])"
16290,1115285,"array([-10.81343967,  -2.51270394])"
16291,1128923,"array([-10.87462899,  -2.53007946])"
16292,860049,"array([-10.84841666,  -2.5491664 ])"
16293,1127243,"array([-10.85634569,  -2.58963146])"
16294,346774,"array([-10.82735294,  -2.5293793 ])"
16295,333217,"array([-10.91968995,  -2.54359771])"
16296,22617,"array([-10.91976579,  -2.54235383])"
16297,1105113,"array([-10.83496232,  -2.51234026])"
16298,1154449,"array([-10.84518646,  -2.5828943 ])"
16299,149777,"array([-10.85902127,  -2.5406516 ])"
16300,86020,"array([-10.85911962,  -2.53949533])"
16301,1153707,"array([-10.82856523,  -2.55957219])"
16302,51209,"array([-10.89984019,  -2.50612471])"
16303,255112,"array([-10.83497631,  -2.50235261])"
16304,24855,"array([-10.82263239,  -2.55803454])"
16305,1154159,"array([-10.78683553,  -2.55572585])"
16306,1107062,"array([-10.87692585,  -2.51194988])"
16307,1118346,"array([-10.8206955 ,  -2.51724264])"
16308,1153240,"array([-10.81106741,  -2.53733675])"
16309,452510,"array([-10.83775671,  -2.54765802])"
16310,1121057,"array([-10.87762073,  -2.52208613])"
16311,1114447,"array([-10.85865804,  -2.53750181])"
16312,1152817,"array([-10.85592611,  -2.48189113])"
16313,159408,"array([-10.8545597 ,  -2.49051469])"
16314,1103985,"array([-10.84127218,  -2.52433747])"
16315,1153635,"array([-10.82886034,  -2.55280849])"
16316,706132,"array([-10.82741981,  -2.57581721])"
16317,1116324,"array([-10.79893424,  -2.56937102])"
16318,304896,"array([-10.79814626,  -2.56900976])"
16319,40418,"array([-10.90683471,  -2.53192457])"
16320,34232,"array([-10.82297911,  -2.58312332])"
16321,341331,"array([-10.81945656,  -2.59729775])"
16322,1119794,"array([-10.8270174 ,  -2.54762072])"
16323,310836,"array([-10.84899717,  -2.5197032 ])"
16324,181485,"array([-10.86122302,  -2.5350939 ])"
16325,1128982,"array([-10.83180081,  -2.5263686 ])"
16326,1127435,"array([-10.86506448,  -2.54996824])"
16327,205840,"array([-10.80067674,  -2.51810212])"
16328,1136506,"array([-10.84711863,  -2.57284439])"
16329,1133010,"array([-10.895605  ,  -2.53348818])"
16330,300806,"array([-10.88145752,  -2.53631746])"
16331,52049,"array([-10.84456525,  -2.59667854])"
16332,1135413,"array([-10.85946374,  -2.54765183])"
16333,449247,"array([-10.87120957,  -2.57653327])"
16334,1153145,"array([-10.8476941 ,  -2.53208036])"
16335,764256,"array([-10.84954222,  -2.57811748])"
16336,811879,"array([-10.82124101,  -2.55612368])"
16337,1569,"array([-10.83280097,  -2.49876444])"
16338,76439,"array([-10.79277825,  -2.52628469])"
16339,1108289,"array([-10.86863945,  -2.56443056])"
16340,733361,"array([-10.8907576 ,  -2.53581189])"
16341,1130884,"array([-10.85448819,  -2.52160944])"
16342,1127582,"array([-10.89451859,  -2.5085664 ])"
16343,1104443,"array([-10.8742024 ,  -2.51891892])"
16344,1153521,"array([-10.82924931,  -2.53638482])"
16345,1136631,"array([-10.91301638,  -2.54450813])"
16346,1153250,"array([-10.8168905 ,  -2.55122143])"
16347,755131,"array([-10.88389912,  -2.56129221])"
16348,727958,"array([-10.85503856,  -2.56242185])"
16349,85978,"array([-10.78642575,  -2.52102463])"
16350,418955,"array([-10.79894587,  -2.52340704])"
16351,763668,"array([-10.81224274,  -2.5515764 ])"
16352,126793,"array([-10.88231815,  -2.55768308])"
16353,698286,"array([-10.81045079,  -2.48788176])"
16354,130374,"array([-10.84004658,  -2.54546726])"
16355,564480,"array([-10.80686981,  -2.52988286])"
16356,381755,"array([-10.80170375,  -2.57569989])"
16357,1153663,"array([-10.84567014,  -2.56602282])"
16358,1132615,"array([-10.8525621 ,  -2.51881419])"
16359,49327,"array([-10.85174657,  -2.52199917])"
16360,1133795,"array([-10.82865331,  -2.57252803])"
16361,1108204,"array([-10.87784282,  -2.53049922])"
16362,1136739,"array([-10.80420285,  -2.57226206])"
16363,698363,"array([-10.80826638,  -2.50804281])"
16364,1136682,"array([-10.80316057,  -2.53406529])"
16365,768914,"array([-10.80838113,  -2.53391014])"
16366,1115860,"array([-10.86965312,  -2.53429288])"
16367,987989,"array([-10.80530088,  -2.52049782])"
16368,1152079,"array([-10.81421113,  -2.50772977])"
16369,130357,"array([-10.83509714,  -2.52658299])"
16370,1114239,"array([-10.84940415,  -2.52538831])"
16371,33904,"array([-10.86389614,  -2.52647989])"
16372,824155,"array([-10.84005926,  -2.55804238])"
16373,1139501,"array([-10.84053333,  -2.54118251])"
16374,67893,"array([-10.85048997,  -2.52455746])"
16375,411430,"array([-10.85693757,  -2.5176821 ])"
16376,49373,"array([-10.85583997,  -2.56470932])"
16377,1152674,"array([-10.80501141,  -2.54983672])"
16378,1153315,"array([-10.84631786,  -2.57273142])"
16379,105911,"array([-10.82493821,  -2.54416382])"
16380,235776,"array([-10.87064919,  -2.53683606])"
16381,46887,"array([-10.88113288,  -2.53487888])"
16382,8213,"array([-10.85988002,  -2.53608943])"
16383,183431,"array([-10.83315275,  -2.5705684 ])"
16384,1113302,"array([-10.87774301,  -2.52049109])"
16385,1138392,"array([-10.85001555,  -2.52257976])"
16386,219974,"array([-10.83526057,  -2.54606986])"
16387,100922,"array([-10.8550714 ,  -2.56523961])"
16388,1118352,"array([-10.81308559,  -2.54254071])"
16389,388761,"array([-10.80494004,  -2.56358406])"
16390,1120866,"array([-10.88636045,  -2.54755524])"
16391,132366,"array([-10.8101564 ,  -2.57937575])"
16392,132379,"array([-10.8152405 ,  -2.56891441])"
16393,869448,"array([-10.80033535,  -2.52996596])"
16394,15975,"array([-10.80464326,  -2.53782419])"
16395,1105672,"array([-10.88317632,  -2.53017292])"
16396,703939,"array([-10.8759699 ,  -2.58590695])"
16397,185911,"array([-10.85647513,  -2.57005164])"
16398,1108416,"array([-10.80468539,  -2.5254783 ])"
16399,659754,"array([-10.84445535,  -2.5413696 ])"
16400,1152477,"array([-10.8694575 ,  -2.50939109])"
16401,1124363,"array([-10.85317375,  -2.55277564])"
16402,29492,"array([-10.88259744,  -2.53454554])"
16403,1104095,"array([-10.90032599,  -2.52368521])"
16404,1153940,"array([-10.88170059,  -2.5141411 ])"
16405,720368,"array([-10.8336207 ,  -2.58044895])"
16406,126920,"array([-10.89765703,  -2.5579919 ])"
16407,1153918,"array([-10.83237338,  -2.54019551])"
16408,1144465,"array([-10.82185633,  -2.54983899])"
16409,379844,"array([-10.79344481,  -2.54150532])"
16410,1139177,"array([-10.83860442,  -2.56344762])"
16411,827651,"array([-10.84152754,  -2.5733647 ])"
16412,218666,"array([-10.87573668,  -2.52502908])"
16413,1134394,"array([-10.82387414,  -2.51395805])"
16414,1153824,"array([-10.81743909,  -2.52106879])"
16415,1131741,"array([-10.83974528,  -2.5158963 ])"
16416,712543,"array([-10.82459827,  -2.54252946])"
16417,313793,"array([-10.87089019,  -2.54443876])"
16418,1137821,"array([-10.87439606,  -2.57794815])"
16419,1153815,"array([-10.82240296,  -2.51937203])"
16420,84258,"array([-10.82556887,  -2.51692653])"
16421,25794,"array([-10.87715823,  -2.54202404])"
16422,1114993,"array([-10.88939923,  -2.53736107])"
16423,1134931,"array([-10.82120855,  -2.56614659])"
16424,235646,"array([-10.84048555,  -2.5218532 ])"
16425,7244,"array([-10.80446045,  -2.53856302])"
16426,354384,"array([-10.79413055,  -2.52872718])"
16427,1130654,"array([-10.87633435,  -2.54041779])"
16428,1152256,"array([-10.84724016,  -2.50236015])"
16429,70229,"array([-10.84646363,  -2.51393357])"
16430,1105673,"array([-10.81440193,  -2.55519874])"
16431,1154261,"array([-10.7619759 ,  -2.54827503])"
16432,726928,"array([-10.77282175,  -2.54662657])"
16433,711080,"array([-10.82339451,  -2.51676905])"
16434,1138495,"array([-10.84990886,  -2.54874399])"
16435,39466,"array([-10.8509689 ,  -2.51827884])"
16436,109210,"array([-10.82787556,  -2.5693615 ])"
16437,35740,"array([-10.80355845,  -2.51216316])"
16438,1105979,"array([-10.83710509,  -2.49942831])"
16439,1102736,"array([-10.79939649,  -2.54005078])"
16440,1135633,"array([-10.78218629,  -2.52520864])"
16441,1152870,"array([-10.81978989,  -2.49571799])"
16442,1152648,"array([-10.86204189,  -2.58076527])"
16443,312409,"array([-10.85954324,  -2.5741339 ])"
16444,1119508,"array([-10.89643323,  -2.5653229 ])"
16445,43639,"array([-10.89249453,  -2.56484317])"
16446,1139411,"array([-10.81408779,  -2.53996933])"
16447,1140351,"array([-10.91388582,  -2.53369754])"
16448,1153628,"array([-10.88670556,  -2.51342931])"
16449,1113621,"array([-10.79256619,  -2.50839177])"
16450,38791,"array([-10.8009483 ,  -2.51517309])"
16451,39041,"array([-10.81532445,  -2.53601949])"
16452,1106656,"array([-10.84241211,  -2.57125974])"
16453,217045,"array([-10.88314328,  -2.5294127 ])"
16454,1130812,"array([-10.85859214,  -2.55117411])"
16455,1130020,"array([-10.81659913,  -2.56355717])"
16456,511849,"array([-10.84408419,  -2.55269584])"
16457,590184,"array([-10.87143859,  -2.54054763])"
16458,1109565,"array([-10.82126296,  -2.57850627])"
16459,1138063,"array([-10.84146707,  -2.49656168])"
16460,1137981,"array([-10.85051406,  -2.50993665])"
16461,1114687,"array([-10.79601574,  -2.55950572])"
16462,1153403,"array([-10.8181563 ,  -2.51853013])"
16463,1109257,"array([-10.81083083,  -2.58468754])"
16464,1153116,"array([-10.77328931,  -2.53561489])"
16465,1118944,"array([-10.8564921 ,  -2.60391387])"
16466,162222,"array([-10.85585682,  -2.59884411])"
16467,411766,"array([-10.84585136,  -2.53590014])"
16468,66510,"array([-10.81627644,  -2.53933274])"
16469,894665,"array([-10.81846995,  -2.53186113])"
16470,15051,"array([-10.7941796 ,  -2.54052726])"
16471,140753,"array([-10.87291545,  -2.56885274])"
16472,1116947,"array([-10.82996539,  -2.52802171])"
16473,311912,"array([-10.83620736,  -2.52894878])"
16474,1128619,"array([-10.82275163,  -2.52540126])"
16475,1133490,"array([-10.89500094,  -2.56771149])"
16476,18325,"array([-10.88771504,  -2.56320699])"
16477,6562,"array([-10.8426127 ,  -2.55535305])"
16478,581188,"array([-10.81778012,  -2.55925985])"
16479,1127590,"array([-10.86910225,  -2.56513938])"
16480,32482,"array([-10.84587724,  -2.54449779])"
16481,1106967,"array([-10.81846265,  -2.52465555])"
16482,166558,"array([-10.81826868,  -2.51684097])"
16483,25791,"array([-10.87708188,  -2.53596347])"
16484,95747,"array([-10.79695947,  -2.53882671])"
16485,750575,"array([-10.83779272,  -2.59174289])"
16486,1116335,"array([-10.87150454,  -2.50516514])"
16487,649260,"array([-10.86284922,  -2.54820998])"
16488,197832,"array([-10.87112049,  -2.58292574])"
16489,1132473,"array([-10.79818818,  -2.55336355])"
16490,793487,"array([-10.84429284,  -2.54833064])"
16491,1154378,"array([-10.84685718,  -2.53329498])"
16492,476295,"array([-10.86870413,  -2.56917028])"
16493,41946,"array([-10.87214251,  -2.57737577])"
16494,197268,"array([-10.83367782,  -2.509468  ])"
16495,867811,"array([-10.8189274 ,  -2.54163987])"
16496,855678,"array([-10.83284093,  -2.52095694])"
16497,467049,"array([-10.82066397,  -2.58550663])"
16498,1117233,"array([-10.80057551,  -2.56694442])"
16499,711336,"array([-10.83749891,  -2.52770024])"
16500,407857,"array([-10.83690679,  -2.55533193])"
16501,49303,"array([-10.82777367,  -2.57634467])"
16502,204377,"array([-10.83812395,  -2.52972249])"
16503,1108675,"array([-10.83463338,  -2.50757309])"
16504,7867,"array([-10.83723861,  -2.52863863])"
16505,1131893,"array([-10.84146185,  -2.54871597])"
16506,140845,"array([-10.79137719,  -2.52336159])"
16507,1107352,"array([-10.80990772,  -2.56424565])"
16508,1117872,"array([-10.86869083,  -2.56743027])"
16509,339530,"array([-10.86589201,  -2.56318852])"
16510,1134025,"array([-10.85797443,  -2.57587456])"
16511,13514,"array([-10.79631527,  -2.53850971])"
16512,1136005,"array([-10.87520242,  -2.56481286])"
16513,1119071,"array([-10.82881697,  -2.51055527])"
16514,96122,"array([-10.81373651,  -2.573508  ])"
16515,90671,"array([-10.82079985,  -2.54138273])"
16516,4964,"array([-10.89094793,  -2.58528449])"
16517,1138822,"array([-10.83311136,  -2.5003121 ])"
16518,819321,"array([-10.82984106,  -2.50405043])"
16519,854915,"array([-10.79429072,  -2.56454114])"
16520,521269,"array([-10.88696762,  -2.50985158])"
16521,1112952,"array([-10.8145577 ,  -2.54926865])"
16522,1152839,"array([-10.83624334,  -2.55890175])"
16523,733280,"array([-10.81168586,  -2.52418134])"
16524,36586,"array([-10.79931953,  -2.51820198])"
16525,74821,"array([-10.9086286 ,  -2.54232172])"
16526,125644,"array([-10.81988737,  -2.55959147])"
16527,1117012,"array([-10.81250397,  -2.5261463 ])"
16528,51424,"array([-10.8460595 ,  -2.50478216])"
16529,108821,"array([-10.8342085 ,  -2.57767303])"
16530,97365,"array([-10.79128627,  -2.52861039])"
16531,305559,"array([-10.84354523,  -2.5601013 ])"
16532,131696,"array([-10.84547124,  -2.57459911])"
16533,368252,"array([-10.86183882,  -2.57115765])"
16534,755227,"array([-10.87811214,  -2.55205321])"
16535,1131593,"array([-10.83201544,  -2.50357199])"
16536,1106758,"array([-10.87696875,  -2.53830569])"
16537,1104949,"array([-10.86230167,  -2.52904199])"
16538,55403,"array([-10.87978083,  -2.5221967 ])"
16539,21689,"array([-10.84882361,  -2.53196841])"
16540,8728,"array([-10.86756862,  -2.55250186])"
16541,166982,"array([-10.85555717,  -2.50687553])"
16542,1133457,"array([-10.80089929,  -2.53645822])"
16543,1121099,"array([-10.83911554,  -2.51335182])"
16544,813848,"array([-10.81364655,  -2.53204021])"
16545,1152727,"array([-10.90336227,  -2.56317839])"
16546,6684,"array([-10.78819246,  -2.54048783])"
16547,27412,"array([-10.81907081,  -2.56488   ])"
16548,1134488,"array([-10.87476795,  -2.51767577])"
16549,1107572,"array([-10.87000062,  -2.53338709])"
16550,116481,"array([-10.83366005,  -2.56927361])"
16551,698989,"array([-10.79882175,  -2.50602364])"
16552,1105658,"array([-10.88980624,  -2.50148735])"
16553,110498,"array([-10.85488566,  -2.53816601])"
16554,1116297,"array([-10.80932145,  -2.51576223])"
16555,1153188,"array([-10.86553869,  -2.54888419])"
16556,517370,"array([-10.81905028,  -2.537473  ])"
16557,1152640,"array([-10.84780197,  -2.50168668])"
16558,107409,"array([-10.83550862,  -2.52882728])"
16559,605233,"array([-10.78861608,  -2.53511724])"
16560,1154107,"array([-10.82250533,  -2.56228796])"
16561,97892,"array([-10.86979249,  -2.51836846])"
16562,68318,"array([-10.82852807,  -2.56013387])"
16563,1126992,"array([-10.83429269,  -2.58791413])"
16564,546930,"array([-10.8355268 ,  -2.57821607])"
16565,18250,"array([-10.87495405,  -2.54398393])"
16566,412492,"array([-10.8199141 ,  -2.53081054])"
16567,1108951,"array([-10.87003578,  -2.53603429])"
16568,571354,"array([-10.83390082,  -2.49259966])"
16569,357836,"array([-10.81936586,  -2.52742974])"
16570,228992,"array([-10.84860067,  -2.50040559])"
16571,1130694,"array([-10.8678855 ,  -2.51570324])"
16572,1141601,"array([-10.81793308,  -2.48891898])"
16573,817337,"array([-10.81034829,  -2.53114305])"
16574,68463,"array([-10.88036397,  -2.52937438])"
16575,66986,"array([-10.89323842,  -2.55218599])"
16576,231353,"array([-10.88118225,  -2.56057629])"
16577,1112539,"array([-10.79866644,  -2.5539745 ])"
16578,894048,"array([-10.81989053,  -2.51831815])"
16579,1118414,"array([-10.83229176,  -2.55311595])"
16580,856237,"array([-10.78861586,  -2.50743434])"
16581,1153947,"array([-10.80463009,  -2.53433648])"
16582,1134053,"array([-10.81053116,  -2.50482437])"
16583,1128369,"array([-10.86897484,  -2.50681916])"
16584,274303,"array([-10.81474231,  -2.53068982])"
16585,559033,"array([-10.81376683,  -2.52199613])"
16586,1128314,"array([-10.86304907,  -2.51412709])"
16587,20352,"array([-10.83719665,  -2.5735367 ])"
16588,219050,"array([-10.77879363,  -2.53011349])"
16589,119956,"array([-10.8696067,  -2.5494767])"
16590,1154017,"array([-10.83496196,  -2.57182164])"
16591,1128784,"array([-10.84767848,  -2.53587628])"
16592,682139,"array([-10.80967184,  -2.56268313])"
16593,1119609,"array([-10.85665799,  -2.53139701])"
16594,667499,"array([-10.80719747,  -2.52906943])"
16595,1120600,"array([-10.84974656,  -2.54230187])"
16596,1120059,"array([-10.89573923,  -2.54856588])"
16597,237489,"array([-10.89244779,  -2.55202839])"
16598,1103704,"array([-10.86778163,  -2.54194161])"
16599,673967,"array([-10.78922146,  -2.5148705 ])"
16600,1152437,"array([-10.80568616,  -2.52938915])"
16601,1108697,"array([-10.83476816,  -2.54920038])"
16602,79448,"array([-10.81530355,  -2.52148576])"
16603,1122308,"array([-10.8240651 ,  -2.50636427])"
16604,1108406,"array([-10.8723513 ,  -2.56968393])"
16605,1117697,"array([-10.8982266,  -2.5424298])"
16606,1144272,"array([-10.86045163,  -2.5179816 ])"
16607,1110566,"array([-10.82277435,  -2.5456825 ])"
16608,1127430,"array([-10.85744043,  -2.5159379 ])"
16609,863866,"array([-10.82378619,  -2.52667574])"
16610,131949,"array([-10.83126727,  -2.53358832])"
16611,1120222,"array([-10.85739165,  -2.51286106])"
16612,1114319,"array([-10.80700578,  -2.51465466])"
16613,1153357,"array([-10.84275846,  -2.51624804])"
16614,1121669,"array([-10.88253223,  -2.54453164])"
16615,337250,"array([-10.88382723,  -2.53816616])"
16616,1154361,"array([-10.87521069,  -2.57085717])"
16617,1122753,"array([-10.86626538,  -2.53013213])"
16618,54777,"array([-10.83503072,  -2.55253177])"
16619,1153473,"array([-10.78915141,  -2.55416459])"
16620,1109646,"array([-10.82107544,  -2.57674321])"
16621,78511,"array([-10.86154235,  -2.5367291 ])"
16622,1117105,"array([-10.84432357,  -2.49091174])"
16623,276548,"array([-10.84402632,  -2.48748489])"
16624,710838,"array([-10.79790281,  -2.53761458])"
16625,7239,"array([-10.80091587,  -2.53722583])"
16626,179706,"array([-10.89186496,  -2.5703314 ])"
16627,130732,"array([-10.86107904,  -2.51517201])"
16628,1119341,"array([-10.80651547,  -2.51837847])"
16629,1119042,"array([-10.8030418 ,  -2.52620579])"
16630,78208,"array([-10.82582713,  -2.51474989])"
16631,94861,"array([-10.82072  ,  -2.6016135])"
16632,94869,"array([-10.821767  ,  -2.60191582])"
16633,184653,"array([-10.84819027,  -2.52832734])"
16634,849147,"array([-10.89478766,  -2.52677747])"
16635,45061,"array([-10.8836344 ,  -2.52879248])"
16636,54617,"array([-10.83574949,  -2.52537056])"
16637,1105915,"array([-10.81526346,  -2.51590805])"
16638,187888,"array([-10.83606258,  -2.52606151])"
16639,136850,"array([-10.84948306,  -2.56689058])"
16640,520763,"array([-10.85535703,  -2.53871489])"
16641,1110822,"array([-10.80153996,  -2.51420266])"
16642,202310,"array([-10.85120008,  -2.52117418])"
16643,121498,"array([-10.79116423,  -2.54407241])"
16644,316138,"array([-10.87690129,  -2.50914504])"
16645,976364,"array([-10.87058957,  -2.5413087 ])"
16646,1133112,"array([-10.85206473,  -2.55686292])"
16647,388682,"array([-10.84390323,  -2.55698459])"
16648,83345,"array([-10.84685326,  -2.56044842])"
16649,1120830,"array([-10.82114174,  -2.53791343])"
16650,86306,"array([-10.85290091,  -2.53040162])"
16651,877485,"array([-10.81775233,  -2.57014882])"
16652,1132173,"array([-10.83783206,  -2.50997148])"
16653,397397,"array([-10.84234296,  -2.56929894])"
16654,22626,"array([-10.8618138 ,  -2.56299484])"
16655,1137929,"array([-10.85695006,  -2.5227264 ])"
16656,818464,"array([-10.83223394,  -2.49528914])"
16657,26328,"array([-10.81317658,  -2.52201118])"
16658,1105450,"array([-10.87316441,  -2.5297519 ])"
16659,195895,"array([-10.85447698,  -2.52031319])"
16660,1103890,"array([-10.88705987,  -2.57405612])"
16661,24399,"array([-10.83277269,  -2.50216508])"
16662,13758,"array([-10.77260412,  -2.48322301])"
16663,1135655,"array([-10.81715674,  -2.51210374])"
16664,326551,"array([-10.85222149,  -2.5807311 ])"
16665,241256,"array([-10.83809623,  -2.54713596])"
16666,488520,"array([-10.8151462 ,  -2.53670887])"
16667,370243,"array([-10.8179312 ,  -2.54932357])"
16668,1109335,"array([-10.86107997,  -2.51718732])"
16669,782083,"array([-10.85500547,  -2.56066711])"
16670,172564,"array([-10.84621119,  -2.56289023])"
16671,472582,"array([-10.82591474,  -2.50299126])"
16672,1114775,"array([-10.81480031,  -2.53823699])"
16673,1115581,"array([-10.8642703 ,  -2.49466702])"
16674,1103773,"array([-10.86357285,  -2.54719935])"
16675,1154824,"array([-10.84562103,  -2.5450872 ])"
16676,1131370,"array([-10.85686279,  -2.51489792])"
16677,583432,"array([-10.85380791,  -2.50628482])"
16678,583231,"array([-10.85583575,  -2.50591986])"
16679,115101,"array([-10.8868002 ,  -2.57018774])"
16680,1114575,"array([-10.84487873,  -2.51507807])"
16681,1106566,"array([-10.83494012,  -2.56411323])"
16682,1118764,"array([-10.87722769,  -2.53386259])"
16683,1152224,"array([-10.80093552,  -2.56499304])"
16684,611184,"array([-10.79271585,  -2.52390361])"
16685,85982,"array([-10.78517398,  -2.52626289])"
16686,159897,"array([-10.87176053,  -2.52083492])"
16687,1153924,"array([-10.86507272,  -2.52425726])"
16688,223275,"array([-10.87673874,  -2.519295  ])"
16689,1108267,"array([-10.86835223,  -2.52227667])"
16690,71533,"array([-10.81422118,  -2.54802549])"
16691,558739,"array([-10.84560089,  -2.52709535])"
16692,1123027,"array([-10.8212091 ,  -2.50554634])"
16693,199097,"array([-10.80545881,  -2.50919525])"
16694,1104879,"array([-10.84058018,  -2.51832669])"
16695,196715,"array([-10.82093666,  -2.53842301])"
16696,43340,"array([-10.84149354,  -2.55279035])"
16697,924575,"array([-10.82850202,  -2.61710614])"
16698,1109542,"array([-10.87902433,  -2.55657334])"
16699,1115003,"array([-10.83885484,  -2.54205869])"
16700,161852,"array([-10.84671756,  -2.53079936])"
16701,226233,"array([-10.82326408,  -2.53309624])"
16702,434260,"array([-10.8348726 ,  -2.55635587])"
16703,1126050,"array([-10.87953471,  -2.53933591])"
16704,792307,"array([-10.89270458,  -2.49575425])"
16705,198096,"array([-10.85572248,  -2.49177905])"
16706,50598,"array([-10.85402018,  -2.50369337])"
16707,1154662,"array([-10.83263768,  -2.53470074])"
16708,1111386,"array([-10.86399329,  -2.56696762])"
16709,815859,"array([-10.88725961,  -2.50779772])"
16710,1138201,"array([-10.77481894,  -2.54052221])"
16711,84140,"array([-10.8277911,  -2.5528386])"
16712,1046524,"array([-10.8189807 ,  -2.55974097])"
16713,1124902,"array([-10.82424748,  -2.55001152])"
16714,431137,"array([-10.8083402 ,  -2.57320333])"
16715,1109246,"array([-10.82047131,  -2.57335973])"
16716,504908,"array([-10.81712605,  -2.5378924 ])"
16717,1118440,"array([-10.85996484,  -2.54705565])"
16718,561582,"array([-10.9023339 ,  -2.54874763])"
16719,1154174,"array([-10.8228588 ,  -2.48472563])"
16720,80656,"array([-10.88873295,  -2.52390055])"
16721,1114874,"array([-10.81281791,  -2.49180955])"
16722,150327,"array([-10.80506212,  -2.54432564])"
16723,780876,"array([-10.821075 ,  -2.5161058])"
16724,1140251,"array([-10.84021945,  -2.59091178])"
16725,247349,"array([-10.87960417,  -2.57462502])"
16726,1153479,"array([-10.856539  ,  -2.54751512])"
16727,22558,"array([-10.87973671,  -2.55451167])"
16728,618215,"array([-10.7902096 ,  -2.54890338])"
16729,826629,"array([-10.86967253,  -2.56718739])"
16730,1115876,"array([-10.85999574,  -2.54268292])"
16731,849454,"array([-10.82490893,  -2.56487513])"
16732,182951,"array([-10.89815774,  -2.51719464])"
16733,170338,"array([-10.86874149,  -2.53072442])"
16734,1130790,"array([-10.87663751,  -2.579607  ])"
16735,1122413,"array([-10.82980115,  -2.57141268])"
16736,241043,"array([-10.84043266,  -2.51621713])"
16737,1154513,"array([-10.82205281,  -2.54846467])"
16738,940,"array([-10.87522154,  -2.51043395])"
16739,1154730,"array([-10.79027118,  -2.57547763])"
16740,847491,"array([-10.79723775,  -2.56887745])"
16741,1108064,"array([-10.84416139,  -2.54199096])"
16742,20920,"array([-10.88909958,  -2.53021955])"
16743,1120362,"array([-10.8332514 ,  -2.50142783])"
16744,1154226,"array([-10.82669973,  -2.57363571])"
16745,955212,"array([-10.83244621,  -2.55987663])"
16746,1115942,"array([-10.76866114,  -2.47935131])"
16747,1130444,"array([-10.83226819,  -2.53178827])"
16748,603042,"array([-10.87113143,  -2.52718584])"
16749,99171,"array([-10.83746076,  -2.53205519])"
16750,70814,"array([-10.8198953 ,  -2.52746324])"
16751,137024,"array([-10.81473094,  -2.54549483])"
16752,89733,"array([-10.82263814,  -2.56344817])"
16753,1139576,"array([-10.84526867,  -2.54363437])"
16754,1119079,"array([-10.84856626,  -2.61048676])"
16755,24547,"array([-10.84851637,  -2.60372515])"
16756,1154407,"array([-10.84923806,  -2.56769867])"
16757,30400,"array([-10.86103226,  -2.52331302])"
16758,1120635,"array([-10.85889059,  -2.50098431])"
16759,1136534,"array([-10.81557974,  -2.55427911])"
16760,1138935,"array([-10.86595276,  -2.49703207])"
16761,1152509,"array([-10.8139834 ,  -2.55268486])"
16762,804308,"array([-10.81298934,  -2.51029439])"
16763,292664,"array([-10.87502374,  -2.55765668])"
16764,1138091,"array([-10.8809483 ,  -2.50207525])"
16765,1154467,"array([-10.82738844,  -2.53484759])"
16766,372620,"array([-10.85467847,  -2.51879294])"
16767,1131441,"array([-10.85392946,  -2.52854745])"
16768,1117159,"array([-10.89174467,  -2.54382335])"
16769,323360,"array([-10.90346029,  -2.54908506])"
16770,769340,"array([-10.80214547,  -2.56180549])"
16771,1134529,"array([-10.83587102,  -2.56398294])"
16772,1153183,"array([-10.8853901 ,  -2.53263676])"
16773,1139686,"array([-10.79771827,  -2.54635356])"
16774,1121385,"array([-10.78595578,  -2.52286573])"
16775,1154225,"array([-10.84084196,  -2.55938845])"
16776,58005,"array([-10.82680606,  -2.54456531])"
16777,1135595,"array([-10.868808  ,  -2.51958306])"
16778,663342,"array([-10.79552792,  -2.55929906])"
16779,848834,"array([-10.82105589,  -2.53550203])"
